,density_cu_km,jordkabel_share,urbanity_index,capex_cut_pct,cable_eff_pct
density_cu_km,1.0,0.6724554093902354,0.8381481920275393,0.7083959833470597,0.8040294977672668
jordkabel_share,0.6724554093902354,1.0,0.71696763772178,0.6162112866079945,0.6157880749514657
urbanity_index,0.8381481920275393,0.71696763772178,1.0,0.9019067084315412,0.9493677222421123
capex_cut_pct,0.7083959833470597,0.6162112866079945,0.9019067084315412,1.0,0.9061128088457868
cable_eff_pct,0.8040294977672668,0.6157880749514657,0.9493677222421123,0.9061128088457868,1.0
