REId,name_short,v_empty_pp,v_full_pp,phi_losses,phi_nonctrl,phi_capex_adj,phi_cable,sum_phi,residual_vs_current_pp
REL00570,Västerbergslagens Elnät,0.19886213035757994,-0.4318594304211887,-0.1728519293536762,-0.2797794916837394,-0.11087385593333463,-0.06721628380801833,-0.6307215607787686,-0.8011378696424201
REL00576,Härjeåns,0.504472615431828,0.24803018858086112,0.17714301182339592,-0.524173367353022,0.4562964473268908,-0.3657085186482315,-0.2564424268509668,-0.6033276680608601
REL00584,Umeå Energi,1.2170336103131119,-0.4318594304211887,0.025309073198601095,-1.7186384925719118,0.09039290352588861,-0.04595652488687818,-1.6488930407343,-0.00985204183212618
REL00585,Götene Elförening,0.04356856530558506,-0.4318594304211887,-0.16248460882180477,-0.269412171151868,0.0297082355884983,-0.07323945134159922,-0.4754279957267737,-0.9564314346944149
REL00590,LKAB Nät,1.7145301750810304,0.5079299245099866,-0.2951716317633209,-0.47389477926224793,-0.29179129031527606,-0.14574254923019891,-1.2066002505710438,-0.06752047161007146
REL00594,VänerEnergi,0.5780943040792463,0.5829474942383506,-0.023307547446430966,0.042389704909225515,-0.05784003316056108,0.04361106585687076,0.00485319015910423,-0.42649364663807066
REL00824,Skellefteå Kraft,-0.43162308554863804,-0.4318594304211887,0.016800873065916006,-0.11626684420103318,0.02185611876746781,0.07737350749509875,-0.00023634487255062842,-1.431623085548638
REL00885,Gävle Energi,0.21309400539275547,-0.4318594304211887,-0.27181093489057895,-0.35149075928682194,-0.07391575469297416,0.05226401305643095,-0.6449534358139442,-0.7869059946072445
REL00886,Kraftringen,1.0911372029145605,1.2921166564947129,0.0012724697088906146,0.2863588927971561,0.013539621813111562,-0.10019153073900591,0.20097945358015237,-0.17494413086187643
REL00899,Kvänumbygdens Energi,-0.43162308554863804,-0.4318594304211887,0.0037307955974730245,-0.1031967667325902,0.008786041299024827,0.09044358496354173,-0.00023634487255062842,-1.431623085548638
REL00904,Öresundskraft,0.46376988533280983,0.7902786902654224,0.027072050516798358,0.2475614117578036,-0.031208589700258228,0.08308393235826883,0.3265088049326126,-0.5362301146671902
REL00936,Njudung Vetlanda,0.3764603704092373,0.6954935064422463,-0.019208857413679132,0.16285135964381378,0.14344561220753227,0.03194502159534207,0.319033136033009,-0.6235396295907627
REL00937,Tranås Energi,1.3141738550962012,0.9659996229676615,-0.033294810235630815,-0.413219475222439,0.06401495838526672,0.034325094944263425,-0.34817423212853965,-0.3629004578683759
REL00938,Hedemora Elnät,1.6706777604449385,1.5218710569559812,-0.07042695529985524,-0.05641859230786824,-0.04503099873565859,0.02306984285442478,-0.14880670348895728,-0.11994440789457839
REL00944,Linde Energi,-0.2977365212851635,-0.4318594304211887,-0.05982813143285969,-0.18561373601292028,0.05512712991763887,0.056191828392115895,-0.1341229091360252,-1.2977365212851635
REL00945,Gotlands Elnät,1.3544567998307944,0.7511498349615175,0.15507542978597616,-0.5672003479191149,0.06951538981393632,-0.26069743655007427,-0.6033069648692767,0.17251390985215642
REL00958,Vimmerby Energi,1.0287047175046249,1.1205406758994396,-0.26592394458546476,0.2728668845997558,0.04841290108554275,0.036480117294980983,0.09183595839481476,-0.4099781215864071
