REId,name_short,urbanity_index,req_full,kr_full,eff_offA,req_offA,kr_offA,eff_offB,req_offB,kr_offB,dA_pp,dB_pp,dA_kr,dB_kr,req_full_pp
REL00157,Sala-Heby Energi,0.3219020513590485,4.978087827733901e-06,5.237025076580528,0.93123587,-0.00016677108925622353,-175.4156247408043,0.93126916,-0.00021033494562916477,-221.22796438112056,0.017174917708395743,0.021531303345689867,180.65264981738483,226.46498945770108,0.0004978087827733901
REL00158,Sandhult-Sandared,0.4735282488611828,0.001086481180092358,329.55477144350397,0.91821548,0.0006464179456060481,195.98718886115574,0.89810661,0.00185721052592136,563.7690832873504,0.04400632344863098,-0.07707293458290021,133.56758258234822,-234.21431184384647,0.1086481180092358
REL00160,SEVAB,0.33297028658512706,0.01633963667292715,34857.26731616439,0.68071954,0.015143086015470653,32266.04246730527,0.66343693,0.01613454340230769,34412.68467641219,0.11965506574564966,0.02050932706194608,2591.2248488591213,444.58263975220325,1.633963667292715
REL00163,Sjogerstads El,0.19879010524233726,0.01749113918685663,6434.975746396487,0.6596685,0.016398440223781785,6026.384447409428,0.64285335,0.01735849062626693,6385.3274401815515,0.10926989630748452,0.013264856058969876,408.5912989870594,49.648306214935474,1.749113918685663
REL00164,Sjöbo Elnät,0.20876528470446468,0.0023603890616981094,2083.331195491691,0.87296264,0.0034573759638796275,3054.90526170136,0.74086737,0.011490282029178012,10234.5895645122,-0.10969869021815182,-0.9129892967479902,-971.5740662096691,-8151.258369020509,0.23603890616981094
REL00167,Skurups Elverk,0.7327227298350975,0.012407601095171472,4929.188447188299,0.76199623,0.010252012206892758,4064.0643668987523,0.72910177,0.012200107897473833,4845.751742783493,0.21555888882787144,0.020749319769763908,865.1240802895463,83.43670440480582,1.2407601095171472
REL00168,Skyllbergs Bruk,0.0,-0.0034832952919131577,-619.5933004565321,1.0,-0.004494700294720655,-798.689385229379,0.98679101,-0.00370087832715571,-658.152799081227,0.10114050028074972,0.02175830352425523,179.0960847728469,38.559498624694925,-0.34832952919131577
REL00169,Skånska Energi,0.4253817802164335,0.008746386772304549,16184.190274957415,0.78701663,0.008731935835144533,16157.216980331736,0.78851209,0.008600458915277942,15911.845317853504,0.0014450937160015442,0.014592785702660649,26.973294625679046,272.34495710391093,0.8746386772304549
REL00170,Skövde Energi,0.7564508578565026,-0.0010170474013734276,-1469.8362239165767,0.93688173,-0.0005200010861037274,-751.8788473855636,0.94759676,-0.0012330222354598463,-1781.5780921315695,-0.04970463152697002,0.02159748340864187,-717.9573765310131,311.7418682149928,-0.10170474013734276
REL00171,Smedjebacken Energi,0.579249415632371,0.0013391675430109995,341.1498988314313,0.92595638,0.00016319879488335687,41.5256618096723,0.90369242,0.0015098547210752322,384.6977282353474,0.11759687481276426,-0.017068717806423273,299.624237021759,-43.547829403916126,0.13391675430109995
REL00173,Sollentuna Energi,0.8096284605885317,-0.003821604987080618,-8216.99029083105,0.9946082,-0.00415330332294328,-8927.22691706743,0.99214487,-0.004039409873121569,-8683.410058213147,0.03316983358626624,0.021780488604095094,710.2366262363794,466.4197673820963,-0.3821604987080618
