REId,name_short,req_base_pp,dpp_losses,dkr_losses,dpp_nonctrl,dkr_nonctrl,dpp_capex_adj,dkr_capex_adj,dpp_cable,dkr_cable
REL00170,Skövde Energi,-0.08405123791748181,-0.061819626443215814,-892.2714991839191,0.05744188456116017,830.0752947954586,-0.10330323962329802,-1490.4051728759384,0.16007153893384807,2315.5215700375384
REL00171,Smedjebacken Energi,0.07238104870441742,0.0847788245837755,216.17863308514745,-0.07872669956313638,-200.41839597084078,0.041016436217744534,104.54260312064758,0.03700069864167599,94.30351426342037
REL00173,Sollentuna Energi,-0.36572621324828525,0.054758012179878524,1173.905225990753,-0.06029957921789286,-1291.2164205451045,0.015880627952835624,340.3171863683865,0.13423491095555518,2880.0275131488042
REL00175,Staffanstorps Energi,1.2337803866701247,0.032839619107649654,356.80900191771434,0.590679723186871,6453.532347578264,0.36713510226333845,4002.2709451602786,0.13606950749984748,1479.9398560093687
REL00177,Sturefors El,-0.43162308554863804,0.026679593077205688,10.077757218595139,1.0025557526000095,382.4199530780737,0.04605501151337954,17.399866398682917,0.16174828239505779,61.180388595270244
REL00178,Sundsvall Elnät,1.0001398708490372,-0.034899964269774486,-866.4170848473805,-0.9049592068541168,-22272.61717651807,0.14893700971856383,3704.239544132288,0.1409096379225705,3504.309405150314
REL00182,Njudung Sävsjö,0.4104220573972084,-0.3001588112438114,-1190.3176783660397,0.9712294447291603,3900.7115198181064,0.08938608433253226,355.85248559974616,0.1292153598187351,514.6202287977362
REL00183,Söderhamn Elnät,0.7174803749810277,-0.0037194966149733943,-23.958634646234714,-0.7090088109277914,-4535.001801219875,-0.1270031773357161,-817.0694761154259,0.06521151529921276,420.3397678246247
REL00184,Södra Hallands Kraft,1.2729116419181175,0.1685411101945089,4364.848216094571,0.05656059982677153,1463.1675667234085,0.10821995499055159,2800.9821248614535,0.07274303991751108,1882.0941232806144
REL00185,Sölvesborg Energi,0.8333345461996267,-0.013117858590838694,-76.72987017769265,0.7581380662256443,4468.742991128154,-0.3257935886620711,-1899.7294892315085,0.080414885496638,470.80653669728054
REL00186,Telge Nät,-0.1481873953956936,-0.25675609707573877,-10219.460331498174,-0.18725204961154152,-7458.231376697766,0.19067445110177994,7623.322753372464,-0.057373786184289344,-2288.1645593080266
REL00187,Tibro Elnät,0.349104677344525,0.06679509444564857,335.65242587809917,0.32354021101976826,1629.9961136885017,0.003920965671722065,19.69090512280127,0.04370695959936555,219.58148766399017
REL00191,Trollhättan Energi,-0.43162308554863804,0.026679593077205688,432.34754963438354,0.11854155442124759,1922.7562500007853,0.04605501151337954,746.4745814232747,0.16174828239505779,2624.710093832944
REL00193,Töre Energi,1.1288367720041936,0.03675817138093507,44.28662820540785,0.34574338145973993,417.8370392312479,-0.2952290204137009,-354.52272364497423,-1.135546165963497,-1352.2622056873254
REL00195,Uddevalla Energi,0.0007859751085970146,0.05743796723851613,1041.008005526573,-0.10730033079145995,-1941.5144271734828,-0.06263262344952114,-1133.7939961777756,0.1080682509842168,1959.62519296555
REL00201,Vallebygdens Energi,0.3160292086458405,-0.20104505604441325,-726.3412036383581,0.03362113563079028,121.75230600223608,0.06588769814495077,238.67617142030645,-0.10476069912457309,-378.8464039372341
REL00203,Vara Energi,0.5403074575273115,0.06427302224609743,353.6654862316818,0.776569285356099,4303.573805491762,0.03936100668453513,216.53208394570765,0.1490873374685675,821.0546518596661
