REId,name_short,urbanity_index,req_full,kr_full,eff_offA,req_offA,kr_offA,eff_offB,req_offB,kr_offB,dA_pp,dB_pp,dA_kr,dB_kr,req_full_pp
REL00001,Ale El,0.4615727539076177,0.014459271066643797,19372.95424994832,0.70098047,0.013460527666301347,18016.80617538568,0.69450197,0.013788831456705175,18462.298137510606,0.099874340034245,0.06704396099386223,1356.1480745626432,910.6561124377149,1.4459271066643797
REL00003,Almnäs Bruk,0.015125576142664845,-0.00434596521942332,-202.53642573680096,1.0,-0.0049912112857991575,-232.4569975977929,1.0,-0.005055169969825468,-235.42070462800592,0.06452460663758375,0.07092047504021481,29.92057186099194,32.88427889120496,-0.434596521942332
REL00004,Alvesta Elnät,0.32650141977393043,0.009534167166133312,7190.29273414248,0.75038185,0.010481228516169505,7912.018511312891,0.62801925,0.017753432985715856,13499.43526516331,-0.09470613500361935,-0.8219265819582544,-721.7257771704108,-6309.142531020831,0.9534167166133312
REL00005,Arvika Teknik,0.40983150447095534,0.005766547273241107,4628.787562238302,0.82671617,0.005825175236117586,4676.122167016229,0.83785064,0.005078549477262273,4073.7304442506024,-0.005862796287647853,0.06879977959788341,-47.33460477792687,555.0571179876993,0.5766547273241107
REL00007,Bengtsfors Energi,0.780669021229811,0.013305962918163994,2999.2114884563553,0.69483452,0.013829345115664138,3118.815547838795,0.71373415,0.012633228446782496,2845.6597862893695,-0.0523382197500144,0.06727344713814976,-119.60405938243957,153.5517021669857,1.3305962918163994
REL00008,Bergs Tingslags,0.0818596587474957,0.0065875059668008,9410.110549267956,0.84179107,0.00489798786184914,6984.859342143969,0.77439058,0.008962413085047638,12833.055056726596,0.16895181049516594,-0.23749071182468384,2425.251207123987,-3422.94450745864,0.65875059668008
REL00010,Bjäre Kraft,0.3595331671388079,0.00631316776020574,8584.973825999885,0.81955235,0.006264891366757563,8518.913806537617,0.77966008,0.008641615128456959,11778.711541595305,0.004827639344817669,-0.23284473682512186,66.06001946226752,-3193.73771559542,0.631316776020574
REL00011,Bjärke Energi,0.12666131762144237,0.012144139753799132,9353.37076445871,0.742101,0.010982470055965532,8448.836932869612,0.64385629,0.01681321585061757,13010.076521965333,0.11616696978336005,-0.46690760968184364,904.5338315890986,-3656.705757506623,1.2144139753799132
REL00012,Upplands Energi,0.13847501989843136,0.01034893449534846,17574.734416576262,0.76879477,0.009364009669548201,15886.464153245899,0.76213744,0.009707182126159841,16474.324144181846,0.09849248258002596,0.06417523691886196,1688.2702633303634,1100.410272394416,1.034893449534846
REL00014,Blåsjön Nät,0.03950245512731405,0.0015160415972994556,352.8329869666287,0.93593657,-0.0009513595792168816,-220.86717708678503,0.90660466,0.0008192346070499124,190.53016092275095,0.24674011765163373,0.06968069902495433,573.7001640534138,162.30282604387776,0.15160415972994556
REL00015,Bodens Energi,0.255621661375014,-0.00434596521942332,-7345.1143708159,1.0,-0.0049912112857991575,-8430.203245864956,1.0,-0.005055169969825468,-8537.683996645039,0.06452460663758375,0.07092047504021481,1085.0888750490558,1192.569625829139,-0.434596521942332
REL00016,Boo Energi,0.6515815235260848,-0.00434596521942332,-4717.369199116233,1.0,-0.0049912112857991575,-5414.263022553254,1.0,-0.005055169969825468,-5483.292088355469,0.06452460663758375,0.07092047504021481,696.8938234370207,765.9228892392357,-0.434596521942332
REL00017,Borgholm Energi,0.5924862995487604,0.010976497542894759,4626.283124908061,0.73482278,0.011422407422429393,4816.368655777632,0.74484383,0.010755524238933667,4532.147559165498,-0.04459098795346339,0.02209733039610917,-190.0855308695709,94.1355657425629,1.0976497542894759
REL00018,Borlänge Energi,0.3931206619692218,-0.00434596521942332,-8454.108251354446,0.92688051,-0.00038422044380892473,-750.3823131307172,0.92278828,-0.00019128925536959773,-373.6598930714125,-0.39617447756143953,-0.41546759640537223,-7703.725938223729,-8080.4483582830335,-0.434596521942332
REL00019,Borås Elnät,0.7054379966727088,-0.0006606943308916646,-1902.2397519464503,0.92744418,-0.00041949232440341433,-1208.073740253562,0.9413695,-0.0013553134481166795,-3899.4445690493917,-0.02412020064882503,0.06946191172250149,-694.1660116928883,1997.2048171029414,-0.06606943308916646
