REId,name_short,controllable,opexp_dea,loss_valued,nonctrl_selected,grid_subscription,grid_connection,feed_in,capacity_reserve,capex_unadj,capex_adj,opex_new,totex_new,totex_unadj,application_base_new,capex_cut,capex_cut_pct,cable_ded,cable_eff_pct,station_ded,station_eff_pct,eff_new,rank_new,req_new_pct,kr_new,e75,gap,kind,eff_cur,rank_cur,req_cur_pct,kr_cur,d_eff,d_rank,d_req_pp,d_kr,CU,MW,NS,MWhl,MWhh,cable_length_km,jordkabel_km,luftledning_km,city_km,tatort_km,lb_km,density_cu_km,jordkabel_share,luftledning_share,urbanity_index,jordkabel_landsbygd_share
REL00015,Bodens Energi,44867.93366921409,44194.8020296477,13385.615158205695,20575.0,19875.0,0.0,700.0,0.0,93067.02236377719,74819.89097391935,78155.4171878534,152975.30816177273,171222.43955163058,169746.0756174663,18247.131389857837,0.19606441601337665,525204135.49518406,0.48494945920394217,30446640.0,0.16369174579276136,1.0,1,-0.00434596521942332,-7345.1143708159,0.9309165425,-0.0690834575,reward,1.0,1,0.01,4712.836564353306,0.0,0,-1.434596521942332,-12057.950935169207,16662.25,95.75,714.0,399525.25,94542.25,2739.516655433216,1794.9513611461336,924.5652942870825,26.855520746062652,772.3926012095657,710.1282391905053,6.082186055322632,0.6552073182640634,0.33749212382170224,0.255621661375014,0.39562533813566164
REL00016,Boo Energi,30644.11158807588,28761.36038279133,6338.690525190555,21909.5,21259.5,0.0,550.0,100.0,48118.41813851072,29347.085206370557,57009.55090798188,86356.63611435244,105127.9690464926,109018.71208027795,18771.332932140165,0.39010702467620945,458194785.5182838,0.609306183759979,8753409.0,0.08879049233675868,1.0,1,-0.00434596521942332,-4717.369199116233,0.9309165425,-0.0690834575,reward,1.0,1,0.01,3095.20879739472,0.0,0,-1.434596521942332,-7812.577996510953,13805.75,63.7,185.0,240430.0,0.0,925.7121075534212,897.3811232165593,11.781813352588333,33.06420917301263,653.8980591344182,139.60339288539876,14.913653918265615,0.9693954696004373,0.012727297457226382,0.6515815235260848,0.15556756128879384
REL00017,Borgholm Energi,12302.391382303524,11431.18490853659,1526.4693554429357,10340.0,8737.5,0.0,1602.5,0.0,16525.05243394294,10335.26622452508,23297.654263979526,33632.920488504606,39822.70669792246,41687.07551675568,6189.78620941786,0.3745698377757555,167229695.79648176,0.5618997488367699,8499687.0,0.224072026888368,0.75237976,106,0.010976497542894759,4626.283124908061,0.9309165425,0.17853678250000005,deduction,0.77157810955716,107,0.01398044674662891,1744.143207961338,-0.019198349557160044,-1,-0.30039492037341514,2882.139916946723,4614.75,14.0,96.5,55689.0,58.25,396.6866349392866,390.5377670192866,6.14886792,0.0,269.5722704873099,98.7936096439767,11.633237910085612,0.9844994326039216,0.0155005673960785,0.5924862995487604,0.25296813262902124
REL00018,Borlänge Energi,42371.26570121951,42371.26570121951,10433.6368741902,27125.0,23075.0,1750.0,2300.0,0.0,117797.5830022574,91664.74753761214,79929.90257540971,171594.65011302184,197727.4855776671,195374.9970476295,26132.83546464525,0.22184526030677945,825616292.0571545,0.5218205801248987,0.0,0.0,1.0,1,-0.00434596521942332,-8454.108251354446,0.9309165425,-0.0690834575,reward,0.992474181008216,33,0.01,4279.7101158643345,0.00752581899178395,-32,-1.434596521942332,-12733.81836721878,29740.25,92.0,571.5,288416.0,127604.5,2881.9038371724764,2820.3724424625166,40.99678,61.17537317216123,1229.2695144442316,719.7742930066636,10.319653840073673,0.9786490465378157,0.014225589164773516,0.3931206619692218,0.25520540555920906
REL00019,Borås Elnät,60699.40548192412,60699.40548192412,12256.961787238597,39225.0,34800.0,0.0,4425.0,0.0,170674.4806954099,132021.10971449243,112181.36726916271,244202.47698365513,282855.8479645726,288105.53946065495,38653.370980917476,0.22647422639532902,1229664966.8525095,0.5912901675379592,50744400.0,0.16880044270181768,0.94147718,35,-0.0006606943308916646,-1902.2397519464503,0.9309165425,-0.010560637500000025,reward,0.979327247972591,38,0.01,6516.303422098301,-0.03785006797259094,-3,-1.0660694330891665,-8418.543174044751,43962.0,154.0,479.0,473149.5,103446.5,2302.390141401551,2295.9943436003546,6.15,280.8111061850124,1540.8096304003413,222.58912201500073,19.09407063966956,0.9972221051132095,0.002671137219279555,0.7054379966727088,0.09694672055069532
REL00021,Bromölla Energi,8244.204815894309,8083.914617208671,1480.5096250172219,11545.5,11443.5,0.0,102.0,0.0,15976.36590418797,10882.5832528697,21109.924242225894,31992.507495095593,37086.29014641386,39186.686750606445,5093.78265131827,0.31883237288543886,152897163.80941212,0.5949632809776881,6343050.0,0.22179596177181093,0.78253693,93,0.00914744498684339,3617.5206122396967,0.9309165425,0.14837961249999998,deduction,0.844519448284277,77,0.01,832.7059898714529,-0.06198251828427703,16,-0.08525550131566109,2784.814622368244,4162.0,19.5,67.5,53860.25,25632.0,308.571,308.532,0.039,0.0,250.279,31.253,13.487981696270873,0.9998736109355706,0.00012638906442925615,0.7071637131121385,0.10129581372434626
REL00023,C4 Elnät,39019.70100620597,39019.70100620597,9411.972696879964,96116.75,84478.5,0.0,9913.25,1725.0,103336.1499209229,73650.38147412604,144548.42370308592,218198.80517721197,247884.5736240088,257512.54761691706,29685.76844679685,0.28727379982236256,944512857.8990571,0.605473277181871,41356686.0,0.1594670262046835,0.78971335,90,0.008710722131186177,22627.4469328397,0.9309165425,0.14120319250000002,deduction,1.0,1,0.01,4117.237022758844,-0.21028665000000002,89,-0.12892778688138232,18510.209910080855,28384.75,149.0,360.5,329180.75,156867.0,2001.37,2001.37,0.0,112.85,1360.9959999999999,112.63000000000001,14.182659877983582,1.0,0.0,0.6492845695875491,0.05627645063131755
REL00024,Carlfors Bruk,67.01426151761518,67.01426151761518,10.548160018519557,16.0,16.0,0.0,0.0,0.0,0.0,61.70844539973194,93.56242153613474,155.27086693586668,93.56242153613474,162.85711179463254,-61.70844539973194,,1091663.9999999998,0.49997755820439976,,,,,,,0.9309165425,,,,,0.01,6.768776154729336,,,,,20.0,3.0,1.0,15726.5,0.0,3.0,3.0,0.0,0.0,2.0,1.0,6.666666666666667,1.0,0.0,0.5812452346347495,0.3333333333333333
REL00025,Degerfors Energi,11846.357394186993,11846.35739418699,0.0,7322.5,7200.0,0.0,122.5,0.0,15333.17547869867,11421.334243212037,19168.85739418699,30590.191637399028,34502.03287288566,35740.7573115717,3911.8412354866323,0.25512270702967466,159814935.673,0.5630129895374776,8245965.0,0.15199845545614377,0.86663213,55,0.003993786519288278,1433.1217093291261,0.9309165425,0.06428441250000005,deduction,0.851138097197046,76,0.01,1196.541447063431,0.015494032802953916,-21,-0.6006213480711722,236.58026226569518,4539.25,16.9675,123.25,58148.25,7860.0,407.48,371.425,35.353,13.352,233.559,99.259,11.139810542848728,0.911517129675076,0.08676008638460783,0.5325036409985427,0.26723833883018105
REL00029,Övertorneå Energi,11926.053731937669,11926.05373193767,2624.984932989176,8658.25,8650.0,0.0,8.25,0.0,14579.05876170755,13056.917455569144,23209.288664926848,36266.20612049599,37788.3474266344,38289.45942615469,1522.1413061384064,0.10440600665773898,32671695.010000005,0.31706171492056623,0.0,0.0,0.86383154,57,0.004166698180697814,1602.0676462212455,0.9309165425,0.06708500250000005,deduction,0.993603947245595,31,0.01,1204.5911764549019,-0.12977240724559502,26,-0.5833301819302186,397.4764697663436,3521.25,15.0,247.25,54692.5,3807.25,461.96999999999997,194.46,266.71,0.0,57.57,119.89,7.6222481979349315,0.4209364244431457,0.5773318613762798,0.10865084797039593,0.6165278206314924
REL00030,Eksjö Elnät,8838.39805216802,8838.39805216802,1800.7215714536653,17593.0,16730.5,37.5,825.0,0.0,19364.95898535976,13506.902503506079,28232.119623621686,41739.02212712776,47597.07860898145,47509.97856744552,5858.056481853682,0.302508075864373,185052339.04975668,0.6073607619906182,9260853.0,0.15263489741399153,0.81490814,80,0.007172978012782272,3432.4127633432754,0.9309165425,0.1160084025,deduction,1.0,1,0.01,892.7224836432115,-0.18509186,79,-0.2827021987217728,2539.690279700064,6440.75,23.075,91.5,64243.25,31189.25,354.59299999999996,344.71599999999995,9.877,20.626,265.46899999999994,38.621,18.163782138959316,0.9721455302276131,0.02785446977238694,0.710899219076176,0.11203715522343033
REL00031,Emmaboda Elnät,16659.003624186993,16659.00362418699,1734.4188778752994,28390.25,25827.25,2508.0,55.0,0.0,19033.43668260284,15275.589434251167,46783.67250206228,62059.26193631345,65817.10918466513,67677.26836049721,3757.8472483516744,0.19743398478249935,127976357.7740668,0.4194013984706667,6850494.0,0.1390615467802702,0.63595292,143,0.01794631515848022,12365.507087285278,0.9309165425,0.29496362249999997,deduction,0.894692287762082,63,0.01,1682.6428276510437,-0.25873936776208195,80,0.7946315158480219,10682.864259634234,3158.0,28.0,140.5,41544.0,67986.75,537.8983211724706,520.5871445376786,16.9425044136018,0.3612170386497,209.2333885820913,250.02571070775522,5.870998059849727,0.9678170093614377,0.031497596751504625,0.33981344596867397,0.4802763827942722
REL00033,Halmstads Energi,58510.712684918704,58510.7126849187,11838.049496711197,113000.0,105000.0,0.0,8000.0,0.0,134357.0478898294,91485.3858018107,183348.7621816299,274834.1479834406,317705.8100714593,324314.87445178453,42871.66208801871,0.3190875563384868,1227649533.1892278,0.5781734876835776,44908794.0,0.11910228233948116,1.0,1,-0.00434596521942332,-14033.489942786307,0.9309165425,-0.0690834575,reward,1.0,1,0.01,5909.87511984734,0.0,0,-1.434596521942332,-19943.365062633646,41969.0,281.75,415.0,491031.75,310043.25,2302.0113671316644,2301.811367131664,0.2,173.868289254062,1705.0871463572062,247.8559315203963,18.23144776747732,0.9999131194559436,8.688054405621922e-05,0.7213165758641212,0.107678646069619
REL00035,Eskilstuna Energi,64565.73990773714,64526.1573452168,12515.391578081655,57440.5,57440.5,0.0,0.0,0.0,152438.027880248,114985.16218474603,134482.04892329845,249467.2111080445,286920.07680354646,304223.591104829,37452.86569550197,0.24569240507968343,1045402375.575618,0.5631733794093092,51886149.0,0.07657019773267804,0.95495547,30,-0.0015058308453260727,-4574.199515272333,0.9309165425,-0.02403892750000003,reward,1.0,1,0.01,6917.882618035888,-0.04504452999999997,29,-1.1505830845326073,-11492.08213330822,47836.5,133.0,579.5,451668.5,182113.0,2134.799,2083.778,46.799,179.446,1408.885,379.97700000000003,22.40796440320611,0.9761003260728527,0.02192197017143066,0.6594567163454585,0.18235003920763157
REL00037,Falbygdens Energi,56204.82562850948,56204.82562850948,9256.010288834448,35654.75,29950.25,0.0,5704.5,0.0,102997.3411977229,91042.36387515582,101115.58591734394,192157.94979249977,204112.92711506685,212050.22836613975,11954.97732256708,0.11607073720104324,464462703.53100437,0.35591952202099825,22200675.0,0.07035422780544426,0.68694418,130,0.014911419106376167,32094.718650882693,0.9309165425,0.24397236249999998,deduction,0.687930007065704,133,0.01824460109856996,11001.025514235187,-0.000985827065703937,-3,-0.33331819921937933,21093.693136647504,17199.5,76.0,872.5,224815.75,92039.0,2660.593129365955,2328.958155365955,325.251541,34.542258898256655,692.235129056025,1432.7739374116732,6.464535975141305,0.8753529916545219,0.12224775649086583,0.23982615262416893,0.61519951919726
REL00038,Falkenberg Energi,29582.563953604338,29582.56395360434,4823.522913454243,48630.5,41500.0,2780.5,4350.0,0.0,61077.34663178231,40558.75655091174,83036.58686705859,123595.34341797033,144113.9334988409,149457.36583333174,20518.59008087057,0.33594435928219385,565772801.488773,0.5813766871423497,20551482.0,0.13880291476988377,0.88054328,52,0.003133569228660482,4698.048635164479,0.9309165425,0.05037326249999996,deduction,0.919217239193359,57,0.01,2987.987167959446,-0.03867395919335892,-5,-0.6866430771339518,1710.0614672050324,15202.5,82.9,198.25,202127.25,149139.75,1345.957300194053,1345.952300194053,0.005,50.218159491428494,843.7182017002156,149.7919390024089,11.294934837686295,0.9999962851719001,3.71482809988038e-06,0.5838438823782954,0.11129067425406726
