REId,name_short,C1_legacy_2in,C2_twosided_2in,C3_legacy_1in,C4_twosided_1in,phi_mechanic,phi_input
REL03019,Trelleborgs Elnät,1.8022955754226189,1.7088167813248178,1.8076181324863994,1.4417693459943148,-0.22966379029494277,-0.13086243913336126
REL03028,E.ON,1.0000000000000009,-0.0986348051854935,1.0000000000000009,0.0056412570003328,-1.0464967740925812,0.05213803109291315
REL03030,Vattenfall,1.0000000000000009,0.24783573228359668,1.0000000000000009,0.44982276460898696,-0.6511707515537091,0.10099351616269514
REL03035,Ellevio,1.0000000000000009,0.020888797710449936,1.0000000000000009,0.12263620529529007,-0.9282374984971309,0.050873703792420066
REL03038,Lidköping Elnät,1.0000000000000009,0.13396982202340535,1.0000000000000009,0.0906588743727621,-0.8876856518019172,-0.021655473825321625
REL03041,Hjo Elnät,1.0769857085330292,0.981476256941094,1.0788788266624438,0.7050008639523098,-0.23469370715103466,-0.1372911374296848
REL03042,Skara Elnät,1.0000000000000009,-0.0986348051854935,1.0000000000000009,-0.38620463357431634,-1.2424197193799058,-0.14378491419441142
REL03043,Karlsborgs Elnät,1.3545709872677447,1.2598455863536806,1.3559951088430333,0.9851979612157002,-0.2327612742706986,-0.13661175178134588
REL03044,Ulricehamn Energi,1.0879792577534353,0.99250102233992,1.3616246184805947,0.9908897030721731,-0.23310657541096846,0.13601702072970623
REL03047,Karlshamn Elnät,1.0000000000000009,0.12577217762299586,1.0000000000000009,-0.13439394897059032,-1.0043108856737981,-0.1300830632967931
REL03049,Alingsås Energi,1.4993506993582262,1.4050308263571232,1.5007459638588516,1.1315445464363583,-0.23176064521179818,-0.13604550771006974
REL03050,Näckåns Elnät (Viggafors),1.0000000000000009,-0.0986348051854935,1.0000000000000009,-0.38620463357431634,-1.2424197193799058,-0.14378491419441142
