REId,subset_mask,n_players,players,value,e75
REL00001,0,0,(baseline),1.6352773587699154,0.9385643075000001
REL00003,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00004,0,0,(baseline),1.350674124709439,0.9385643075000001
REL00005,0,0,(baseline),1.0655690498745596,0.9385643075000001
REL00007,0,0,(baseline),1.4169589557065487,0.9385643075000001
REL00008,0,0,(baseline),1.795837131104805,0.9385643075000001
REL00010,0,0,(baseline),1.3259664634293955,0.9385643075000001
REL00011,0,0,(baseline),1.8244601098569957,0.9385643075000001
REL00012,0,0,(baseline),1.1189074521764875,0.9385643075000001
REL00014,0,0,(baseline),1.4572802675880236,0.9385643075000001
REL00015,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00016,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00017,0,0,(baseline),1.0524797632176508,0.9385643075000001
REL00018,0,0,(baseline),0.7970137289596169,0.9385643075000001
REL00019,0,0,(baseline),0.7003063323082426,0.9385643075000001
REL00021,0,0,(baseline),0.592776428387598,0.9385643075000001
REL00023,0,0,(baseline),0.1981255875459942,0.9385643075000001
REL00024,0,0,(baseline),,0.9385643075000001
REL00025,0,0,(baseline),0.5951987564996264,0.9385643075000001
REL00029,0,0,(baseline),-0.256531580288355,0.9385643075000001
REL00030,0,0,(baseline),-0.30274247559721745,0.9385643075000001
REL00031,0,0,(baseline),0.7912221167541533,0.9385643075000001
REL00033,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00035,0,0,(baseline),0.06277173028539362,0.9385643075000001
REL00037,0,0,(baseline),1.6478277795715313,0.9385643075000001
REL00038,0,0,(baseline),0.10667934320238714,0.9385643075000001
REL00040,0,0,(baseline),1.8161099358449118,0.9385643075000001
REL00043,0,0,(baseline),-0.35944993943654024,0.9385643075000001
REL00049,0,0,(baseline),1.1652626201682725,0.9385643075000001
REL00062,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00064,0,0,(baseline),1.422998863600422,0.9385643075000001
REL00067,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00072,0,0,(baseline),-0.15852745670620338,0.9385643075000001
REL00074,0,0,(baseline),0.7131306360206535,0.9385643075000001
REL00075,0,0,(baseline),0.13977944925784858,0.9385643075000001
REL00077,0,0,(baseline),1.134594505330777,0.9385643075000001
REL00078,0,0,(baseline),1.8244601098569957,0.9385643075000001
REL00080,0,0,(baseline),0.6404078446644368,0.9385643075000001
REL00083,0,0,(baseline),1.77469694141279,0.9385643075000001
REL00085,0,0,(baseline),1.5974879773780648,0.9385643075000001
REL00086,0,0,(baseline),0.5128838529746771,0.9385643075000001
REL00087,0,0,(baseline),-0.2227769164262483,0.9385643075000001
REL00090,0,0,(baseline),0.9432449494156225,0.9385643075000001
REL00091,0,0,(baseline),1.574252552473232,0.9385643075000001
REL00092,0,0,(baseline),0.5440006872844627,0.9385643075000001
REL00093,0,0,(baseline),-0.20905591808998425,0.9385643075000001
REL00098,0,0,(baseline),1.4820966854006468,0.9385643075000001
REL00100,0,0,(baseline),0.7485589779334889,0.9385643075000001
REL00103,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00106,0,0,(baseline),0.8969235278882604,0.9385643075000001
REL00111,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00112,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00113,0,0,(baseline),1.0527719391960844,0.9385643075000001
REL00118,0,0,(baseline),0.31134146149931485,0.9385643075000001
REL00121,0,0,(baseline),0.4268980050999627,0.9385643075000001
REL00123,0,0,(baseline),1.0056328188180252,0.9385643075000001
REL00126,0,0,(baseline),1.5919501030108751,0.9385643075000001
REL00127,0,0,(baseline),1.538678092302903,0.9385643075000001
REL00128,0,0,(baseline),-0.37120397887215884,0.9385643075000001
REL00130,0,0,(baseline),1.5406171426347148,0.9385643075000001
REL00133,0,0,(baseline),0.7326397348875746,0.9385643075000001
REL00135,0,0,(baseline),0.7336897207753879,0.9385643075000001
REL00137,0,0,(baseline),0.8036671958256303,0.9385643075000001
REL00139,0,0,(baseline),1.0374802329623067,0.9385643075000001
REL00141,0,0,(baseline),-0.3335495119590193,0.9385643075000001
REL00143,0,0,(baseline),0.15568833648560432,0.9385643075000001
REL00144,0,0,(baseline),1.8244601098569957,0.9385643075000001
REL00146,0,0,(baseline),-0.26376916930304084,0.9385643075000001
REL00147,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00148,0,0,(baseline),0.827401451442733,0.9385643075000001
REL00149,0,0,(baseline),-0.23988128154175392,0.9385643075000001
REL00152,0,0,(baseline),1.3401726581887985,0.9385643075000001
REL00156,0,0,(baseline),1.7890150860891074,0.9385643075000001
REL00157,0,0,(baseline),-0.017060318445449862,0.9385643075000001
REL00158,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00160,0,0,(baseline),1.322295298557874,0.9385643075000001
REL00163,0,0,(baseline),1.3273553854654674,0.9385643075000001
REL00164,0,0,(baseline),1.0016216199314254,0.9385643075000001
REL00167,0,0,(baseline),0.11704327456718566,0.9385643075000001
REL00168,0,0,(baseline),0.48539220056051935,0.9385643075000001
REL00169,0,0,(baseline),0.16109566394006958,0.9385643075000001
REL00170,0,0,(baseline),-0.15149599611022913,0.9385643075000001
REL00171,0,0,(baseline),0.12568813564506343,0.9385643075000001
REL00173,0,0,(baseline),-0.2624778780266235,0.9385643075000001
REL00175,0,0,(baseline),1.3050062660088457,0.9385643075000001
REL00177,0,0,(baseline),0.359939223274619,0.9385643075000001
REL00178,0,0,(baseline),1.0403675535922474,0.9385643075000001
REL00182,0,0,(baseline),0.19849407843464117,0.9385643075000001
REL00183,0,0,(baseline),0.7854226073247039,0.9385643075000001
REL00184,0,0,(baseline),1.317627885578565,0.9385643075000001
REL00185,0,0,(baseline),0.8893982234486009,0.9385643075000001
REL00186,0,0,(baseline),-0.36538738599699583,0.9385643075000001
REL00187,0,0,(baseline),0.39686661821067837,0.9385643075000001
REL00191,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00193,0,0,(baseline),1.1170304853016955,0.9385643075000001
REL00195,0,0,(baseline),0.11776927694671091,0.9385643075000001
REL00201,0,0,(baseline),0.3604405985279113,0.9385643075000001
REL00203,0,0,(baseline),0.5958178183142593,0.9385643075000001
REL00204,0,0,(baseline),0.46506217182946674,0.9385643075000001
REL00205,0,0,(baseline),1.50887235256294,0.9385643075000001
REL00235,0,0,(baseline),0.15342086618232997,0.9385643075000001
REL00239,0,0,(baseline),0.04213859197781389,0.9385643075000001
REL00242,0,0,(baseline),1.3038819650615485,0.9385643075000001
REL00243,0,0,(baseline),0.702992027250815,0.9385643075000001
REL00244,0,0,(baseline),0.950264980752924,0.9385643075000001
REL00246,0,0,(baseline),1.3777302129869495,0.9385643075000001
REL00249,0,0,(baseline),0.8596247547011604,0.9385643075000001
REL00255,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00257,0,0,(baseline),,0.9385643075000001
REL00267,0,0,(baseline),0.5280695648409273,0.9385643075000001
REL00332,0,0,(baseline),1.5912800465931909,0.9385643075000001
REL00364,0,0,(baseline),0.853991789954911,0.9385643075000001
REL00570,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00576,0,0,(baseline),0.77125616523257,0.9385643075000001
REL00584,0,0,(baseline),1.2075622055750967,0.9385643075000001
REL00585,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00590,0,0,(baseline),1.7669882620240829,0.9385643075000001
REL00594,0,0,(baseline),0.654697445061414,0.9385643075000001
REL00824,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00885,0,0,(baseline),0.2738197709394319,0.9385643075000001
REL00886,0,0,(baseline),0.9611341749519164,0.9385643075000001
REL00899,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00904,0,0,(baseline),0.6096012779597038,0.9385643075000001
REL00936,0,0,(baseline),0.41961314786977955,0.9385643075000001
REL00937,0,0,(baseline),1.4034176342424542,0.9385643075000001
REL00938,0,0,(baseline),1.7166935343711165,0.9385643075000001
REL00944,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00945,0,0,(baseline),1.199708172046976,0.9385643075000001
REL00958,0,0,(baseline),0.931980407901789,0.9385643075000001
REL00959,0,0,(baseline),-0.01692950176025443,0.9385643075000001
REL00965,0,0,(baseline),,0.9385643075000001
REL01010,0,0,(baseline),0.9608738159975427,0.9385643075000001
REL01012,0,0,(baseline),1.2482257573577238,0.9385643075000001
REL03009,0,0,(baseline),1.0964548569885268,0.9385643075000001
REL03015,0,0,(baseline),1.2747077518332262,0.9385643075000001
REL03016,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL03019,0,0,(baseline),1.4417693459943148,0.9385643075000001
REL03028,0,0,(baseline),0.0056412570003328,0.9385643075000001
REL03030,0,0,(baseline),0.44982276460898696,0.9385643075000001
REL03035,0,0,(baseline),0.12263620529529007,0.9385643075000001
REL03038,0,0,(baseline),0.0906588743727621,0.9385643075000001
REL03041,0,0,(baseline),0.7050008639523098,0.9385643075000001
REL03042,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL03043,0,0,(baseline),0.9851979612157002,0.9385643075000001
REL03044,0,0,(baseline),0.9908897030721731,0.9385643075000001
REL03047,0,0,(baseline),-0.13439394897059032,0.9385643075000001
REL03049,0,0,(baseline),1.1315445464363583,0.9385643075000001
REL03050,0,0,(baseline),-0.38620463357431634,0.9385643075000001
REL00001,1,1,losses,1.6676193093728475,0.92683866
REL00003,1,1,losses,-0.4604285420411025,0.92683866
REL00004,1,1,losses,1.2595865315148114,0.92683866
REL00005,1,1,losses,1.0801305986563037,0.92683866
REL00007,1,1,losses,1.3900890519043863,0.92683866
REL00008,1,1,losses,1.7042681212314559,0.92683866
REL00010,1,1,losses,1.1048670354026457,0.92683866
REL00011,1,1,losses,1.8244601098569957,0.92683866
REL00012,1,1,losses,1.1648353685196344,0.92683866
REL00014,1,1,losses,1.4489575838810387,0.92683866
REL00015,1,1,losses,-0.4604285420411025,0.92683866
REL00016,1,1,losses,-0.4604285420411025,0.92683866
REL00017,1,1,losses,1.0974480168373768,0.92683866
REL00018,1,1,losses,0.7182385697913629,0.92683866
REL00019,1,1,losses,0.6238808934357243,0.92683866
REL00021,1,1,losses,0.6246630901893813,0.92683866
REL00023,1,1,losses,0.2064104162303293,0.92683866
REL00024,1,1,losses,,0.92683866
REL00025,1,1,losses,0.38948621804906214,0.92683866
REL00029,1,1,losses,0.12131101349026618,0.92683866
REL00030,1,1,losses,-0.3910111864020238,0.92683866
REL00031,1,1,losses,0.6273877848270493,0.92683866
REL00033,1,1,losses,-0.4604285420411025,0.92683866
REL00035,1,1,losses,-0.05282953715738392,0.92683866
REL00037,1,1,losses,1.6919511772859552,0.92683866
REL00038,1,1,losses,0.0011615422621291671,0.92683866
REL00040,1,1,losses,1.7092175968519863,0.92683866
REL00043,1,1,losses,-0.2537815048388681,0.92683866
REL00049,1,1,losses,1.3076656911199969,0.92683866
REL00062,1,1,losses,-0.4604285420411025,0.92683866
REL00064,1,1,losses,1.430606809550028,0.92683866
REL00067,1,1,losses,-0.3886229281204412,0.92683866
REL00072,1,1,losses,-0.004240144674783064,0.92683866
REL00074,1,1,losses,1.0327284635476497,0.92683866
REL00075,1,1,losses,0.24540342856282926,0.92683866
REL00077,1,1,losses,1.2135417382481695,0.92683866
REL00078,1,1,losses,1.8244601098569957,0.92683866
REL00080,1,1,losses,0.8468175833590497,0.92683866
REL00083,1,1,losses,1.8244601098569957,0.92683866
REL00085,1,1,losses,1.6814373946936412,0.92683866
REL00086,1,1,losses,0.6777491564690097,0.92683866
REL00087,1,1,losses,-0.24309064782177536,0.92683866
REL00090,1,1,losses,0.9657663236680936,0.92683866
REL00091,1,1,losses,1.5581698214560014,0.92683866
REL00092,1,1,losses,0.454950066803983,0.92683866
