reid,nf_norm,nf_obs,ug_norm,ug_obs,k_upstream,cemi4_norm,cemi4_obs,aif_a_1_obs,aif_a_2_obs,aif_a_3_obs,aif_a_4_obs,aif_a_5_obs,aif_a_6_obs,aif_o_1_obs,aif_o_2_obs,aif_o_3_obs,aif_o_4_obs,aif_o_5_obs,aif_o_6_obs,aif_a_1_norm,aif_a_2_norm,aif_a_3_norm,aif_a_4_norm,aif_a_5_norm,aif_a_6_norm,aif_o_1_norm,aif_o_2_norm,aif_o_3_norm,aif_o_4_norm,aif_o_5_norm,aif_o_6_norm,ait_a_1_obs,ait_a_2_obs,ait_a_3_obs,ait_a_4_obs,ait_a_5_obs,ait_a_6_obs,ait_o_1_obs,ait_o_2_obs,ait_o_3_obs,ait_o_4_obs,ait_o_5_obs,ait_o_6_obs,ait_a_1_norm,ait_a_2_norm,ait_a_3_norm,ait_a_4_norm,ait_a_5_norm,ait_a_6_norm,ait_o_1_norm,ait_o_2_norm,ait_o_3_norm,ait_o_4_norm,ait_o_5_norm,ait_o_6_norm,e_in,reid_original,year,ame_1,ame_2,ame_3,ame_4,ame_5,ame_6,capcost,kpi,inc_aif_a_1,inc_aif_a_2,inc_aif_a_3,inc_aif_a_4,inc_aif_a_5,inc_aif_a_6,inc_aif_o_1,inc_aif_o_2,inc_aif_o_3,inc_aif_o_4,inc_aif_o_5,inc_aif_o_6,inc_ait_a_1,inc_ait_a_2,inc_ait_a_3,inc_ait_a_4,inc_ait_a_5,inc_ait_a_6,inc_ait_o_1,inc_ait_o_2,inc_ait_o_3,inc_ait_o_4,inc_ait_o_5,inc_ait_o_6,inc_inter,cemi4_diff,cemi4_adj_factor,inter_incentive_a,k_nf,loss_incentive_a,util_incentive_a,max_adj,inter_incentive,loss_incentive,util_incentive,incentive_total_year,incentive_total,inter_incentive_sum,loss_incentive_sum,util_incentive_sum
75,.0405,.02965229,.3688,.28400001,6680000,.2028,.1402597402597403,.2144218914448954,.1734539134041439,.1527371538060502,.0694702854389149,.2848508736768182,,4.700801383250639,1.359045187917434,.4095283398954485,.2037763308055562,1.435439821646758,,.5087,.2164,.1373,.1734,.2788,,4.3177,1.4309,.8516,.6728,1.7906,,.3039134340700645,.2234202493801408,.1038670500433184,.0110238793630639,.1395842761414544,,4.495429734876961,1.703542636122579,.2778158932854025,.0831214731904132,1.206770043470083,,.4213,.7029,.1609,.4509,.2342,,3.3799,1.1955,.7252,.5238,1.4931,,83029,75,2024,151.8493150684932,959.9966894977169,1707.688698630137,616.3783105022831,5378.224315068494,,1000000,1.1546,88.742325,985.83673,-180.79813,68.046608,-69.512077,,-656.89655,5634.8662,15497.609,2553.4956,4300.603,,290.18964,40391.051,8918.5459,13680.146,2925.9246,,-6718.1899,-90076.781,154421.48,30411.525,10383.651,,192849.56,.062540263,.062540263,192849.56,753.44,508953.16,-566463.94,333333.34,192849.56,333333.34,-333333.34,192849.56,-119629.58,-119629.58,1333333.4,-1333333.4
75,.0405,.02965229,.3688,.28400001,6680000,.2028,.1402597402597403,.2144218914448954,.1734539134041439,.1527371538060502,.0694702854389149,.2848508736768182,,4.700801383250639,1.359045187917434,.4095283398954485,.2037763308055562,1.435439821646758,,.2641,.1014,.1017,.1066,.1791,,1.1873,.4073,.5034,.5014999999999999,.7675999999999999,,.3039134340700645,.2234202493801408,.1038670500433184,.0110238793630639,.1395842761414544,,4.495429734876961,1.703542636122579,.2778158932854025,.0831214731904132,1.206770043470083,,.3692,.1586,.1338,.1256,.2342,,1.3275,.4015,.4462,.4309,.7871,,83029,75,2027,151.8493150684932,959.9966894977169,1707.688698630137,616.3783105022831,5378.224315068494,,1000000,1.1546,14.9809,-1654.0132,-597.74115,24.31019,-1214.8599,,-6024.5327,-74636.016,3290.8381,1620.8906,-8086.813,,161.39398,-5460.4141,4680.7749,3563.3169,2925.9246,,-19078.607,-230854.27,58120.359,24000.432,-15219.182,,-264423.25,.062540263,.062540263,-247886.16,753.44,508953.16,-566463.94,333333.34,-247886.16,333333.34,-333333.34,-247886.16,-119629.58,-119629.58,1333333.4,-1333333.4
77,.0322,.031081872,.5543,.33070001,16554000,.05,.0442522522522523,.0422582336305454,.0003582056732476,.0024007718958808,.0175847353005676,.0620584506517745,,.2796691504769526,.5103687694313626,.1307095473607325,.158687280023577,.448565300318804,,.2334,.1345,.0522,.0331,.1749,,1.1497,.4017,.317,.2918,.7683,,.0371336949792642,.0002465576408875,.0010082381283836,.0112048035399576,.0384231992015228,,.3800016117993118,.1097556733239397,.1309710289543261,.1852124047980465,.5475332171863198,,.442,.1188,.0752,.0437,.2478,,.8642,.1934,.2724,.3707,.6375,,334568,77,2026,1699.085273972603,7778.814611872146,6777.595662100457,2679.270890410959,11240.80570776256,,1000000,1.1546,644.95703,24951.07,2314.8149,44.156559,2709.3792,,16692.457,-69051.984,25919.676,3150.135,8091.9536,,11198.955,80923.141,46045.887,4392.8745,13532.776,,32628.479,120169.12,193745.91,55641.707,6819.0527,,580564.5,.0057477476,.0057477476,580564.5,753.44,211390.69,-3701474.3,333333.34,333333.34,211390.69,-333333.34,211390.69,845562.75,1333333.4,845562.75,-1333333.4
77,.0322,.031081872,.5543,.33070001,16554000,.05,.0442522522522523,.0422582336305454,.0003582056732476,.0024007718958808,.0175847353005676,.0620584506517745,,.2796691504769526,.5103687694313626,.1307095473607325,.158687280023577,.448565300318804,,.2334,.1669,.0522,.0331,.1749,,1.1497,.4017,.317,.2918,.7683,,.0371336949792642,.0002465576408875,.0010082381283836,.0112048035399576,.0384231992015228,,.3800016117993118,.1097556733239397,.1309710289543261,.1852124047980465,.5475332171863198,,.5079,.1188,.0752,.0437,.2478,,.8642,.1934,.2724,.3707,.6375,,334568,77,2024,1699.085273972603,7778.814611872146,6777.595662100457,2679.270890410959,11240.80570776256,,1000000,1.1546,644.95703,30977.639,2314.8149,44.156559,2709.3792,,16692.457,-69051.984,25919.676,3150.135,8091.9536,,13021.806,80923.141,46045.887,4392.8745,13532.776,,32628.479,120169.12,193745.91,55641.707,6819.0527,,588413.94,.0057477476,.0057477476,588413.94,753.44,211390.69,-3701474.3,333333.34,333333.34,211390.69,-333333.34,211390.69,845562.75,1333333.4,845562.75,-1333333.4
77,.0322,.031081872,.5543,.33070001,16554000,.05,.0442522522522523,.0422582336305454,.0003582056732476,.0024007718958808,.0175847353005676,.0620584506517745,,.2796691504769526,.5103687694313626,.1307095473607325,.158687280023577,.448565300318804,,.2334,.1507,.0522,.0331,.1749,,1.1497,.4017,.317,.2918,.7683,,.0371336949792642,.0002465576408875,.0010082381283836,.0112048035399576,.0384231992015228,,.3800016117993118,.1097556733239397,.1309710289543261,.1852124047980465,.5475332171863198,,.4749,.1188,.0752,.0437,.2478,,.8642,.1934,.2724,.3707,.6375,,334568,77,2025,1699.085273972603,7778.814611872146,6777.595662100457,2679.270890410959,11240.80570776256,,1000000,1.1546,644.95703,27964.355,2314.8149,44.156559,2709.3792,,16692.457,-69051.984,25919.676,3150.135,8091.9536,,12108.997,80923.141,46045.887,4392.8745,13532.776,,32628.479,120169.12,193745.91,55641.707,6819.0527,,584487.88,.0057477476,.0057477476,584487.88,753.44,211390.69,-3701474.3,333333.34,333333.34,211390.69,-333333.34,211390.69,845562.75,1333333.4,845562.75,-1333333.4
77,.0322,.031081872,.5543,.33070001,16554000,.05,.0442522522522523,.0422582336305454,.0003582056732476,.0024007718958808,.0175847353005676,.0620584506517745,,.2796691504769526,.5103687694313626,.1307095473607325,.158687280023577,.448565300318804,,.2334,.1183,.0522,.0331,.1749,,1.1497,.4017,.317,.2918,.7683,,.0371336949792642,.0002465576408875,.0010082381283836,.0112048035399576,.0384231992015228,,.3800016117993118,.1097556733239397,.1309710289543261,.1852124047980465,.5475332171863198,,.4091,.1188,.0752,.0437,.2478,,.8642,.1934,.2724,.3707,.6375,,334568,77,2027,1699.085273972603,7778.814611872146,6777.595662100457,2679.270890410959,11240.80570776256,,1000000,1.1546,644.95703,21937.787,2314.8149,44.156559,2709.3792,,16692.457,-69051.984,25919.676,3150.135,8091.9536,,10288.912,80923.141,46045.887,4392.8745,13532.776,,32628.479,120169.12,193745.91,55641.707,6819.0527,,576641.19,.0057477476,.0057477476,576641.19,753.44,211390.69,-3701474.3,333333.34,333333.34,211390.69,-333333.34,211390.69,845562.75,1333333.4,845562.75,-1333333.4
78,.0356,.033702984,.5127,.51190001,28338000,.0228,.0249112703408558,.0043311313715856,.0428253248643979,.1000854609794031,.123293774438789,.2622707075394946,,1.142745354952594,.3589911519523069,.2013008648886405,.391293741586094,.5635898470544052,,.5019,.0865,.06,.1105,.1917,,.6287,.2427,.2071,.3098,.597,,.0000721855228598,.2432526198295122,.1480244059816227,.3000931469931736,.5873257498021166,,.5738010530593923,.2926444660713394,.1790360804764228,.2816455261207941,.6724183732223539,,1.1063,.5069,.1159,.2191,.3982,,.9167,.1405,.1854,.1902,.4674,,308489,78,2024,12.5458904109589,5633.804794520548,11255.77111872146,1862.471689497717,15167.62066210046,,1000000,1.1546,12.396946,5883.6001,-3094.4263,-25.310909,-2286.3633,,-72.823799,-53518.813,1339.9907,-1340.6238,1140.9381,,225.94188,130337.8,-33110.816,-7611.1616,-16494.115,,170.61844,-158307.3,14478.328,-19068.701,-20967.887,,-162308.72,-.0021112703,.0021112703,-162308.72,753.44,330689.59,-22670.182,333333.34,-162308.72,330689.59,-22670.182,145710.69,175747.44,-1056330.3,1322758.4,-90680.727
78,.0356,.033702984,.5127,.51190001,28338000,.0228,.0249112703408558,.0043311313715856,.0428253248643979,.1000854609794031,.123293774438789,.2622707075394946,,1.142745354952594,.3589911519523069,.2013008648886405,.391293741586094,.5635898470544052,,.4183,.0854,.06,.1034,.1794,,.6287,.2427,.2071,.3098,.597,,.0000721855228598,.2432526198295122,.1480244059816227,.3000931469931736,.5873257498021166,,.5738010530593923,.2926444660713394,.1790360804764228,.2816455261207941,.6724183732223539,,.8464,.377,.1115,.18,.3332,,.9167,.1405,.1854,.1902,.4674,,308489,78,2025,12.5458904109589,5633.804794520548,11255.77111872146,1862.471689497717,15167.62066210046,,1000000,1.1546,10.314049,5735.4146,-3094.4263,-39.357388,-2684.8608,,-72.823799,-53518.813,1339.9907,-1340.6238,1140.9381,,172.85852,66119.906,-37645.922,-11285.503,-22162.924,,170.61844,-158307.3,14478.328,-19068.701,-20967.887,,-241020.77,-.0021112703,.0021112703,-241020.77,753.44,330689.59,-22670.182,333333.34,-241020.77,330689.59,-22670.182,66998.648,175747.44,-1056330.3,1322758.4,-90680.727
78,.0356,.033702984,.5127,.51190001,28338000,.0228,.0249112703408558,.0043311313715856,.0428253248643979,.1000854609794031,.123293774438789,.2622707075394946,,1.142745354952594,.3589911519523069,.2013008648886405,.391293741586094,.5635898470544052,,.2511,.0832,.06,.0891,.1549,,.6287,.2427,.2071,.3098,.597,,.0000721855228598,.2432526198295122,.1480244059816227,.3000931469931736,.5873257498021166,,.5738010530593923,.2926444660713394,.1790360804764228,.2816455261207941,.6724183732223539,,.3267,.117,.1028,.1019,.2033,,.9167,.1405,.1854,.1902,.4674,,308489,78,2027,12.5458904109589,5633.804794520548,11255.77111872146,1862.471689497717,15167.62066210046,,1000000,1.1546,6.1482549,5439.043,-3094.4263,-67.648178,-3478.6167,,-72.823799,-53518.813,1339.9907,-1340.6238,1140.9381,,66.712212,-62414.766,-46613.063,-18624.787,-33491.816,,170.61844,-158307.3,14478.328,-19068.701,-20967.887,,-398419.44,-.0021112703,.0021112703,-398419.44,753.44,330689.59,-22670.182,333333.34,-333333.34,330689.59,-22670.182,-25313.932,175747.44,-1056330.3,1322758.4,-90680.727
78,.0356,.033702984,.5127,.51190001,28338000,.0228,.0249112703408558,.0043311313715856,.0428253248643979,.1000854609794031,.123293774438789,.2622707075394946,,1.142745354952594,.3589911519523069,.2013008648886405,.391293741586094,.5635898470544052,,.3347,.0843,.06,.0962,.1672,,.6287,.2427,.2071,.3098,.597,,.0000721855228598,.2432526198295122,.1480244059816227,.3000931469931736,.5873257498021166,,.5738010530593923,.2926444660713394,.1790360804764228,.2816455261207941,.6724183732223539,,.5866,.247,.1072,.1409,.2683,,.9167,.1405,.1854,.1902,.4674,,308489,78,2026,12.5458904109589,5633.804794520548,11255.77111872146,1862.471689497717,15167.62066210046,,1000000,1.1546,8.2311516,5587.2285,-3094.4263,-53.601704,-3080.1189,,-72.823799,-53518.813,1339.9907,-1340.6238,1140.9381,,119.79558,1852.5703,-42077.957,-14959.844,-27823.01,,170.61844,-158307.3,14478.328,-19068.701,-20967.887,,-319667.38,-.0021112703,.0021112703,-319667.38,753.44,330689.59,-22670.182,333333.34,-319667.38,330689.59,-22670.182,-11647.963,175747.44,-1056330.3,1322758.4,-90680.727
80,.0372,.054562308,.3898,.32570001,35740000,.0038,0,.1629471617853682,.0123832312854377,.0680370033389981,.0842866628634876,.1310425853309913,,.0719740665752843,.0029605283210124,.0075385407041728,.0016528723830641,.0183354957733366,,.1177,.0137,.0206,.0231,.0669,,.2607,.2824,.4595,.4402,.4159,,.258926190649702,.0133015244629024,.0766796201428649,.1945991512027157,.2005898828249638,,.1086627494992552,.0036889503290468,.0115051092402779,.0029063006068878,.0280485119883806,,.1702,.0206,.0276,.024,.0833,,.4648,.3215,.4533,.4227,.5974,,259978,80,2026,2417.042579908676,4194.765296803653,4841.498173515982,1103.378767123288,14549.80936073059,,1000000,1.1546,-217.18791,132.0775,-1575.125,-71.713478,-1993.4579,,5150.9375,95753.227,44920.492,4273.9937,13023.601,,-3491.2971,2686.4885,-21759.078,-9497.6133,-9812.4795,,34139.723,246217.89,432333.56,51859.641,55857.586,,937931.25,.0038000001,.0038000001,937931.25,753.44,-2550668.3,-2290933.5,333333.34,333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,1333333.4,-1333333.4,-1333333.4
80,.0372,.054562308,.3898,.32570001,35740000,.0038,0,.1629471617853682,.0123832312854377,.0680370033389981,.0842866628634876,.1310425853309913,,.0719740665752843,.0029605283210124,.0075385407041728,.0016528723830641,.0183354957733366,,.1177,.0137,.0206,.0231,.0669,,.2607,.2824,.4674,.4402,.4159,,.258926190649702,.0133015244629024,.0766796201428649,.1945991512027157,.2005898828249638,,.1086627494992552,.0036889503290468,.0115051092402779,.0029063006068878,.0280485119883806,,.1702,.0206,.0276,.024,.0833,,.4648,.3215,.5746,.5286,.5974,,259978,80,2024,2417.042579908676,4194.765296803653,4841.498173515982,1103.378767123288,14549.80936073059,,1000000,1.1546,-217.18791,132.0775,-1575.125,-71.713478,-1993.4579,,5150.9375,95753.227,45705.672,4273.9937,13023.601,,-3491.2971,2686.4885,-21759.078,-9497.6133,-9812.4795,,34139.723,246217.89,551035.81,64942.105,55857.586,,1070501.3,.0038000001,.0038000001,1070501.3,753.44,-2550668.3,-2290933.5,333333.34,333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,1333333.4,-1333333.4,-1333333.4
80,.0372,.054562308,.3898,.32570001,35740000,.0038,0,.1629471617853682,.0123832312854377,.0680370033389981,.0842866628634876,.1310425853309913,,.0719740665752843,.0029605283210124,.0075385407041728,.0016528723830641,.0183354957733366,,.1177,.0137,.0206,.0231,.0669,,.2607,.2824,.4634,.4402,.4159,,.258926190649702,.0133015244629024,.0766796201428649,.1945991512027157,.2005898828249638,,.1086627494992552,.0036889503290468,.0115051092402779,.0029063006068878,.0280485119883806,,.1702,.0206,.0276,.024,.0833,,.4648,.3215,.514,.4756,.5974,,259978,80,2025,2417.042579908676,4194.765296803653,4841.498173515982,1103.378767123288,14549.80936073059,,1000000,1.1546,-217.18791,132.0775,-1575.125,-71.713478,-1993.4579,,5150.9375,95753.227,45308.113,4273.9937,13023.601,,-3491.2971,2686.4885,-21759.078,-9497.6133,-9812.4795,,34139.723,246217.89,491733.63,58394.695,55857.586,,1004254,.0038000001,.0038000001,1004254,753.44,-2550668.3,-2290933.5,333333.34,333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,1333333.4,-1333333.4,-1333333.4
80,.0372,.054562308,.3898,.32570001,35740000,.0038,0,.1629471617853682,.0123832312854377,.0680370033389981,.0842866628634876,.1310425853309913,,.0719740665752843,.0029605283210124,.0075385407041728,.0016528723830641,.0183354957733366,,.1177,.0137,.0206,.0231,.0669,,.2607,.2824,.4555,.4402,.4159,,.258926190649702,.0133015244629024,.0766796201428649,.1945991512027157,.2005898828249638,,.1086627494992552,.0036889503290468,.0115051092402779,.0029063006068878,.0280485119883806,,.1702,.0206,.0276,.024,.0833,,.4648,.3215,.3926,.3698,.5974,,259978,80,2027,2417.042579908676,4194.765296803653,4841.498173515982,1103.378767123288,14549.80936073059,,1000000,1.1546,-217.18791,132.0775,-1575.125,-71.713478,-1993.4579,,5150.9375,95753.227,44522.93,4273.9937,13023.601,,-3491.2971,2686.4885,-21759.078,-9497.6133,-9812.4795,,34139.723,246217.89,372933.5,45324.586,55857.586,,871598.56,.0038000001,.0038000001,871598.56,753.44,-2550668.3,-2290933.5,333333.34,333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,1333333.4,-1333333.4,-1333333.4
83,.0494,.046448711,.4899,.41499999,8602000,.0341,0,0,0,0,0,0,0,0,0,0,0,0,0,.0053,.3406,.2634,.3822,.5592,0,1.2396,.537,.4971,.4984,.8344,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079,.5503,.6333,.6289,1.0105,0,1.1939,1.0715,.8433,.7423,1.2597,0,65793,83,2024,.2699771689497717,712.8889269406393,2390.454566210046,406.922602739726,3100.208219178082,322.1732876712329,1000000,1.1546,.0028415998,5806.0151,4318.3145,165.2045,3703.0649,0,3.7790186,31271.893,24394.256,1791.3599,5824.1338,0,.034722004,34424.414,138627.53,12912.383,18013.084,0,12.783604,141077.25,407456.34,33818.957,26333.125,0,889953.94,.0341,.0341,889953.94,753.44,109723.92,-644289.88,333333.34,333333.34,109723.92,-333333.34,109723.92,438895.69,1333333.4,438895.69,-1333333.4
83,.0494,.046448711,.4899,.41499999,8602000,.0341,0,0,0,0,0,0,0,0,0,0,0,0,0,.0053,.2752,.223,.2752,.3985,0,1.2396,.537,.4971,.4984,.8344,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079,.5503,.348,.2677,.4891,0,1.1939,.9841,.8433,.7423,1.2597,0,65793,83,2027,.2699771689497717,712.8889269406393,2390.454566210046,406.922602739726,3100.208219178082,322.1732876712329,1000000,1.1546,.0028415998,4691.1787,3655.9763,118.95416,2638.8972,0,3.7790186,31271.893,24394.256,1791.3599,5824.1338,0,.034722004,34424.414,76176.188,5496.335,8718.6533,0,12.783604,129569.88,407456.34,33818.957,26333.125,0,796397.13,.0341,.0341,796397.13,753.44,109723.92,-644289.88,333333.34,333333.34,109723.92,-333333.34,109723.92,438895.69,1333333.4,438895.69,-1333333.4
83,.0494,.046448711,.4899,.41499999,8602000,.0341,0,0,0,0,0,0,0,0,0,0,0,0,0,.0053,.3188,.25,.3465,.5057,0,1.2396,.537,.4971,.4984,.8344,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079,.5503,.5382,.5085,.8367,0,1.1939,1.0424,.8433,.7423,1.2597,0,65793,83,2025,.2699771689497717,712.8889269406393,2390.454566210046,406.922602739726,3100.208219178082,322.1732876712329,1000000,1.1546,.0028415998,5434.4028,4098.6279,149.77332,3348.7837,0,3.7790186,31271.893,24394.256,1791.3599,5824.1338,0,.034722004,34424.414,117810.42,10440.367,14914.94,0,12.783604,137245.86,407456.34,33818.957,26333.125,0,858774.19,.0341,.0341,858774.19,753.44,109723.92,-644289.88,333333.34,333333.34,109723.92,-333333.34,109723.92,438895.69,1333333.4,438895.69,-1333333.4
83,.0494,.046448711,.4899,.41499999,8602000,.0341,0,0,0,0,0,0,0,0,0,0,0,0,0,.0053,.297,.2365,.3109,.4521,0,1.2396,.537,.4971,.4984,.8344,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079,.5503,.4431,.3881,.6629,0,1.1939,1.0132,.8433,.7423,1.2597,0,65793,83,2026,.2699771689497717,712.8889269406393,2390.454566210046,406.922602739726,3100.208219178082,322.1732876712329,1000000,1.1546,.0028415998,5062.7905,3877.3022,134.38535,2993.8406,0,3.7790186,31271.893,24394.256,1791.3599,5824.1338,0,.034722004,34424.414,96993.305,7968.3511,11816.797,0,12.783604,133401.28,407456.34,33818.957,26333.125,0,827579.06,.0341,.0341,827579.06,753.44,109723.92,-644289.88,333333.34,333333.34,109723.92,-333333.34,109723.92,438895.69,1333333.4,438895.69,-1333333.4
85,.0314,.038049281,.2963,.257,26306000,.0532,.0803267211201867,.3379526149473952,.2008927183270274,.219385810669816,.1569727452408507,.3611341226367191,0,1.776759849196733,.8747467746078776,.7162973015916178,.6190792496018435,1.19705384144555,.184889310354252,.3129,.0937,.1527,.1208,.2673,.1852,1.2117,.5564,.6653,.6409,.9727,0,.5916889586651607,2.579157494251323,.2900430118424071,.3711798568165236,.4928130803514874,0,1.803073656534018,1.146146713056202,.9843794759875838,.7006158064392878,1.283248595465457,.3666971322025999,.5037,.2934,.2467,.1804,.3951,.4413,.8742,.4458,.4876,.4547,.7742,0,1653093,85,2024,3462.341666666667,24233.63801369863,33309.74646118721,9635.219748858448,47113.82363013698,2217.866552511416,1000000,1.1546,-172.25943,-62114.867,-15234.31,-370.22223,-9443.0537,3357.6948,-22091.988,-630198.06,-34872.402,1857.053,-23798.416,-10501.233,-4959.624,-4860645,-132205.63,-92748.555,-26470.488,51033.438,-127551.3,-3134546.3,-3344671.5,-265287.66,-161715.64,-90155.234,-12993505,-.027126722,.027126722,-12993505,753.44,-6211291,-1033825.8,333333.34,-333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,-1333333.4,-1333333.4,-1333333.4
85,.0314,.038049281,.2963,.257,26306000,.0532,.0803267211201867,.3379526149473952,.2008927183270274,.219385810669816,.1569727452408507,.3611341226367191,0,1.776759849196733,.8747467746078776,.7162973015916178,.6190792496018435,1.19705384144555,.184889310354252,.2961,.0937,.1333,.1208,.2371,.1852,1.2117,.5238,.6273,.621,.9164,0,.5916889586651607,2.579157494251323,.2900430118424071,.3711798568165236,.4928130803514874,0,1.803073656534018,1.146146713056202,.9843794759875838,.7006158064392878,1.283248595465457,.3666971322025999,.4655,.2538,.2051,.1684,.3332,.4413,.8742,.4458,.4876,.4547,.7742,0,1653093,85,2026,3462.341666666667,24233.63801369863,33309.74646118721,9635.219748858448,47113.82363013698,2217.866552511416,1000000,1.1546,-287.77466,-62114.867,-19666.221,-370.22223,-12482.248,3357.6948,-22091.988,-694732.94,-60857.133,163.46529,-29770.459,-10501.233,-7112.8223,-4944854.5,-259094.67,-98582.414,-43239.207,51033.438,-127551.3,-3134546.3,-3344671.5,-265287.66,-161715.64,-90155.234,-13335131,-.027126722,.027126722,-13335131,753.44,-6211291,-1033825.8,333333.34,-333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,-1333333.4,-1333333.4,-1333333.4
85,.0314,.038049281,.2963,.257,26306000,.0532,.0803267211201867,.3379526149473952,.2008927183270274,.219385810669816,.1569727452408507,.3611341226367191,0,1.776759849196733,.8747467746078776,.7162973015916178,.6190792496018435,1.19705384144555,.184889310354252,.3045,.0937,.143,.1208,.2522,.1852,1.2117,.5401,.6463,.631,.9445,0,.5916889586651607,2.579157494251323,.2900430118424071,.3711798568165236,.4928130803514874,0,1.803073656534018,1.146146713056202,.9843794759875838,.7006158064392878,1.283248595465457,.3666971322025999,.4846,.2736,.2259,.1744,.3641,.4413,.8742,.4458,.4876,.4547,.7742,0,1653093,85,2025,3462.341666666667,24233.63801369863,33309.74646118721,9635.219748858448,47113.82363013698,2217.866552511416,1000000,1.1546,-230.01703,-62114.867,-17450.266,-370.22223,-10962.65,3357.6948,-22091.988,-662465.5,-47864.766,1014.5144,-26789.74,-10501.233,-6036.2231,-4902750,-195650.16,-95665.484,-34868.395,51033.438,-127551.3,-3134546.3,-3344671.5,-265287.66,-161715.64,-90155.234,-13164335,-.027126722,.027126722,-13164335,753.44,-6211291,-1033825.8,333333.34,-333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,-1333333.4,-1333333.4,-1333333.4
85,.0314,.038049281,.2963,.257,26306000,.0532,.0803267211201867,.3379526149473952,.2008927183270274,.219385810669816,.1569727452408507,.3611341226367191,0,1.776759849196733,.8747467746078776,.7162973015916178,.6190792496018435,1.19705384144555,.184889310354252,.2877,.0937,.1236,.1208,.222,.1852,1.2117,.5075,.6083,.6111,.8882,0,.5916889586651607,2.579157494251323,.2900430118424071,.3711798568165236,.4928130803514874,0,1.803073656534018,1.146146713056202,.9843794759875838,.7006158064392878,1.283248595465457,.3666971322025999,.4464,.2341,.1842,.1624,.3022,.4413,.8742,.4458,.4876,.4547,.7742,0,1653093,85,2027,3462.341666666667,24233.63801369863,33309.74646118721,9635.219748858448,47113.82363013698,2217.866552511416,1000000,1.1546,-345.53226,-62114.867,-21882.176,-370.22223,-14001.846,3357.6948,-22091.988,-727000.31,-73849.5,-679.0733,-32761.783,-10501.233,-8189.4214,-4986746,-322844.22,-101499.34,-51637.113,51033.438,-127551.3,-3134546.3,-3344671.5,-265287.66,-161715.64,-90155.234,-13506051,-.027126722,.027126722,-13506051,753.44,-6211291,-1033825.8,333333.34,-333333.34,-333333.34,-333333.34,-333333.34,-1333333.4,-1333333.4,-1333333.4,-1333333.4
86,.0304,.029108426,.5643,.57309997,67786000,.0133,.0401104752964962,.0969228135973154,.0004980015910374,.0026548367796604,.0031793405978886,.0246924111390782,0,2.763544764454563,.1588837391270184,.486812934994297,.4267737879928916,1.148249347817137,0,.1874,.016,.0641,.0627,.0939,0,1.0706,.0839,.207,.1655,.4791,0,.0497244673121146,.0010633039976851,.0086712155821876,.0022591141260008,.0376646292482415,0,2.562735549760053,.0878951697492469,.2536609602116447,.2564322145050534,.8240234959634987,0,.2933,.0111,.0244,.0232,.1083,0,1.1093,.0728,.149,.1665,.4985,0,1094872,86,2026,484.2011415525114,34464.4605022831,39004.1950913242,11097.61723744292,32249.00570776256,3101.744520547945,1000000,1.1546,87.001129,12775.292,16436.791,701.6441,4767.3096,0,-9256.334,-211104.06,-224048.7,-25610.531,-48585.375,0,1920.0394,30353.404,56177.965,11725.673,13097.833,0,-27911.289,-96084.305,-825115.06,-111741.37,-70785.297,0,-1502199.4,-.026810475,.026810475,-1502199.4,753.44,799084.5,596514.81,333333.34,-333333.34,333333.34,333333.34,333333.34,1333333.4,-1333333.4,1333333.4,1333333.4
86,.0304,.029108426,.5643,.57309997,67786000,.0133,.0401104752964962,.0969228135973154,.0004980015910374,.0026548367796604,.0031793405978886,.0246924111390782,0,2.763544764454563,.1588837391270184,.486812934994297,.4267737879928916,1.148249347817137,0,.1874,.016,.0641,.0627,.0939,0,1.0877,.0839,.207,.1655,.4791,0,.0497244673121146,.0010633039976851,.0086712155821876,.0022591141260008,.0376646292482415,0,2.562735549760053,.0878951697492469,.2536609602116447,.2564322145050534,.8240234959634987,0,.315,.0111,.0244,.0232,.1083,0,1.1093,.0728,.149,.1665,.4985,0,1094872,86,2024,484.2011415525114,34464.4605022831,39004.1950913242,11097.61723744292,32249.00570776256,3101.744520547945,1000000,1.1546,87.001129,12775.292,16436.791,701.6441,4767.3096,0,-9162.8379,-211104.06,-224048.7,-25610.531,-48585.375,0,2091.0945,30353.404,56177.965,11725.673,13097.833,0,-27911.289,-96084.305,-825115.06,-111741.37,-70785.297,0,-1501934.8,-.026810475,.026810475,-1501934.8,753.44,799084.5,596514.81,333333.34,-333333.34,333333.34,333333.34,333333.34,1333333.4,-1333333.4,1333333.4,1333333.4
