reid,nf_norm,nf_obs,ug_norm,ug_obs,k_upstream,cemi4_norm,cemi4_obs,aif_a_1_obs,aif_a_2_obs,aif_a_3_obs,aif_a_4_obs,aif_a_5_obs,aif_a_6_obs,aif_o_1_obs,aif_o_2_obs,aif_o_3_obs,aif_o_4_obs,aif_o_5_obs,aif_o_6_obs,aif_a_1_norm,aif_a_2_norm,aif_a_3_norm,aif_a_4_norm,aif_a_5_norm,aif_a_6_norm,aif_o_1_norm,aif_o_2_norm,aif_o_3_norm,aif_o_4_norm,aif_o_5_norm,aif_o_6_norm,ait_a_1_obs,ait_a_2_obs,ait_a_3_obs,ait_a_4_obs,ait_a_5_obs,ait_a_6_obs,ait_o_1_obs,ait_o_2_obs,ait_o_3_obs,ait_o_4_obs,ait_o_5_obs,ait_o_6_obs,ait_a_1_norm,ait_a_2_norm,ait_a_3_norm,ait_a_4_norm,ait_a_5_norm,ait_a_6_norm,ait_o_1_norm,ait_o_2_norm,ait_o_3_norm,ait_o_4_norm,ait_o_5_norm,ait_o_6_norm,e_in,reid_original,year,ame_1,ame_2,ame_3,ame_4,ame_5,ame_6,capcost
128,.0279,.023154275,.5952,.53280002,33013000,.0018,0,,.0126607419123001,.0580587186872675,.0194412065135764,.0910413986406545,,,1.068450993026882,.8544231631687829,.57343612444173,.6653563553659004,,.0011,.0537,.0149,.008,.0195,,.3333,.2603,.2732,.2503,.3182,,,.0210039993152143,.2467921919024101,.0355943795057492,.1123755634292383,,,1.562235140551573,.9653710861205838,.7154120199106077,.9180845452136578,,.0004,.1361,.0429,.0196,.0432,,.0333,.0582,.2116,.1791,.3567,,429208,128,2025,,14231.25102739726,15930.60479452055,5025.590296803653,12764.20045662101,,1000000
128,.0279,.023154275,.5952,.53280002,33013000,.0018,0,,.0126607419123001,.0580587186872675,.0194412065135764,.0910413986406545,,,1.068450993026882,.8544231631687829,.57343612444173,.6653563553659004,,.0011,.0525,.0149,.008,.0195,,.3333,.2584,.2732,.2503,.3182,,,.0210039993152143,.2467921919024101,.0355943795057492,.1123755634292383,,,1.562235140551573,.9653710861205838,.7154120199106077,.9180845452136578,,.0004,.0906,.0428,.0196,.0432,,.0333,.0582,.2116,.1791,.3567,,429208,128,2026,,14231.25102739726,15930.60479452055,5025.590296803653,12764.20045662101,,1000000
128,.0279,.023154275,.5952,.53280002,33013000,.0018,0,,.0126607419123001,.0580587186872675,.0194412065135764,.0910413986406545,,,1.068450993026882,.8544231631687829,.57343612444173,.6653563553659004,,.0011,.0514,.0149,.008,.0195,,.3333,.2566,.2732,.2503,.3182,,,.0210039993152143,.2467921919024101,.0355943795057492,.1123755634292383,,,1.562235140551573,.9653710861205838,.7154120199106077,.9180845452136578,,.0004,.0451,.0427,.0196,.0432,,.0333,.0582,.2116,.1791,.3567,,429208,128,2027,,14231.25102739726,15930.60479452055,5025.590296803653,12764.20045662101,,1000000
130,.0357,.030399609,.5541,.49700001,32491000,.0006,0,,.000702306269588,.0148855991745396,.0526396371012388,.0470400782888425,,,.5706713586323978,.1289597294336227,.1119761299808049,.2632375431354332,,0,.0608,.1552,.108,.2269,,.3333,.0992,.2504,.2995,.2388,,,.0010786786638004,.0364012249037189,.1265832048390441,.0589212292713154,,,.4324622024050956,.1189164155360718,.0962056692189882,.2013641721986294,,0,.0132,.0561,.0636,.0997,,.1722,.1059,.2408,.2608,.2825,,500763,130,2025,,6073.596803652968,23285.63721461187,3786.909703196347,21758.08812785388,,1000000
130,.0357,.030399609,.5541,.49700001,32491000,.0006,0,,.000702306269588,.0148855991745396,.0526396371012388,.0470400782888425,,,.5706713586323978,.1289597294336227,.1119761299808049,.2632375431354332,,0,.0591,.1139,.0862,.1734,,.3333,.0992,.2504,.2995,.2388,,,.0010786786638004,.0364012249037189,.1265832048390441,.0589212292713154,,,.4324622024050956,.1189164155360718,.0962056692189882,.2013641721986294,,0,.0132,.0553,.0633,.0997,,.1722,.1059,.2408,.2571,.2825,,500763,130,2026,,6073.596803652968,23285.63721461187,3786.909703196347,21758.08812785388,,1000000
130,.0357,.030399609,.5541,.49700001,32491000,.0006,0,,.000702306269588,.0148855991745396,.0526396371012388,.0470400782888425,,,.5706713586323978,.1289597294336227,.1119761299808049,.2632375431354332,,0,.0573,.0727,.0643,.1198,,.3333,.0992,.2504,.2995,.2388,,,.0010786786638004,.0364012249037189,.1265832048390441,.0589212292713154,,,.4324622024050956,.1189164155360718,.0962056692189882,.2013641721986294,,0,.0132,.0545,.063,.0997,,.1722,.1059,.2408,.2534,.2825,,500763,130,2027,,6073.596803652968,23285.63721461187,3786.909703196347,21758.08812785388,,1000000
133,.0408,.04033624,.5753,.43799999,34084000,.0275,.060241634652859,.2852117928916624,.031069554374517,.0401831565373501,.0246998821916812,.0741532678984502,,2.096673554909726,1.061223211452895,.9034038169699087,.6311455104952735,1.050487618833858,,.1941,.0482,.0332,.0317,.1099,,1.3174,.413,.4395,.4396,.7812,,.4059947984983081,.0756269555772091,.0405841626391623,.0009879554893553,.1370823298301935,,3.45522013287997,.8165944699389496,.7454800400885341,.434470078765311,1.206898762239037,,.3742,.1007,.0801,.0621,.2261,,2.4191,.5863,.3791,.4043,1.1321,,273972,133,2025,693.2819634703196,2265.288584474886,10458.05525114155,2863.563470319635,13170.6801369863,,1000000
133,.0408,.04033624,.5753,.43799999,34084000,.0275,.060241634652859,.2852117928916624,.031069554374517,.0401831565373501,.0246998821916812,.0741532678984502,,2.096673554909726,1.061223211452895,.9034038169699087,.6311455104952735,1.050487618833858,,.1941,.0482,.0332,.0317,.1099,,1.2156,.3771,.4369,.4344,.7345,,.4059947984983081,.0756269555772091,.0405841626391623,.0009879554893553,.1370823298301935,,3.45522013287997,.8165944699389496,.7454800400885341,.434470078765311,1.206898762239037,,.3463,.1007,.0801,.0621,.2107,,1.8201,.4592,.374,.3735,.9046,,273972,133,2026,693.2819634703196,2265.288584474886,10458.05525114155,2863.563470319635,13170.6801369863,,1000000
133,.0408,.04033624,.5753,.43799999,34084000,.0275,.060241634652859,.2852117928916624,.031069554374517,.0401831565373501,.0246998821916812,.0741532678984502,,2.096673554909726,1.061223211452895,.9034038169699087,.6311455104952735,1.050487618833858,,.1941,.0482,.0332,.0317,.1099,,1.1138,.3412,.4342,.4291,.6878,,.4059947984983081,.0756269555772091,.0405841626391623,.0009879554893553,.1370823298301935,,3.45522013287997,.8165944699389496,.7454800400885341,.434470078765311,1.206898762239037,,.3183,.1007,.0801,.0621,.1953,,1.2211,.3321,.3689,.3426,.6771,,273972,133,2027,693.2819634703196,2265.288584474886,10458.05525114155,2863.563470319635,13170.6801369863,,1000000
135,.0453,.024182757,.597,.5438,13024000,.0564,.1477814448111478,.0110986313061245,0,.0703726702368039,0,.0200207255795892,,2.223114651434736,1.021421899995927,1.543484859703043,1.459000836948432,2.044853703146313,,.0926,.0324,.0261,.0207,.0598,,1.2152,.8338,1.0544,1.0567,1.1927,,.0314461220340194,0,.1559149111870247,0,.0456937488264488,,3.610825656098039,1.095468695243159,2.10447020474996,1.855927543364172,3.046672891019763,,.1696,.0689,.0251,.0452,.1126,,1.4169,.8677,.7445000000000001,.6293,1.1182,,81463,135,2025,617.9440639269407,5283.038242009133,633.6811643835616,413.8212328767123,2130.691552511415,,1000000
135,.0453,.024182757,.597,.5438,13024000,.0564,.1477814448111478,.0110986313061245,0,.0703726702368039,0,.0200207255795892,,2.223114651434736,1.021421899995927,1.543484859703043,1.459000836948432,2.044853703146313,,.0926,.0324,.0261,.0207,.0598,,1.2152,.8306,.9986,1.0088,1.1927,,.0314461220340194,0,.1559149111870247,0,.0456937488264488,,3.610825656098039,1.095468695243159,2.10447020474996,1.855927543364172,3.046672891019763,,.1696,.0689,.0251,.0452,.1126,,1.4169,.8551,.7445000000000001,.6293,1.1182,,81463,135,2026,617.9440639269407,5283.038242009133,633.6811643835616,413.8212328767123,2130.691552511415,,1000000
135,.0453,.024182757,.597,.5438,13024000,.0564,.1477814448111478,.0110986313061245,0,.0703726702368039,0,.0200207255795892,,2.223114651434736,1.021421899995927,1.543484859703043,1.459000836948432,2.044853703146313,,.0926,.0324,.0261,.0207,.0598,,1.2152,.8273,.9429,.961,1.1927,,.0314461220340194,0,.1559149111870247,0,.0456937488264488,,3.610825656098039,1.095468695243159,2.10447020474996,1.855927543364172,3.046672891019763,,.1696,.0689,.0251,.0452,.1126,,1.4169,.8425,.7445000000000001,.6293,1.1182,,81463,135,2027,617.9440639269407,5283.038242009133,633.6811643835616,413.8212328767123,2130.691552511415,,1000000
137,.027,.031572893,.501,.50660002,18543000,.0029,.0057239057239057,.1384680829403616,.0125657908011109,.1062478322572598,.1820640563858199,.2674071300170521,,1.21985013143495,.1845115437190297,1.03909820752588,1.111250191897857,.8858374634478874,,.0638,.005,.0619,.0616,.0785,,.5826,.0957,.2436,.2244,.244,,.3823735370362963,.0031414477002777,.0337508898290177,.045516014096455,.1122792069195083,,2.344369772749034,.2058800181475846,1.143898899988451,1.369123173972115,1.133782338712903,,.016,.0013,.0155,.0154,.0198,,.8263,.079,.1662,.1314,.2071,,135591,137,2025,156.9868721461187,6291.38904109589,2780.823858447488,939.1590182648401,4821.336301369863,,1000000
137,.027,.031572893,.501,.50660002,18543000,.0029,.0057239057239057,.1384680829403616,.0125657908011109,.1062478322572598,.1820640563858199,.2674071300170521,,1.21985013143495,.1845115437190297,1.03909820752588,1.111250191897857,.8858374634478874,,.0638,.005,.0619,.0616,.0785,,.5826,.0957,.2436,.2244,.244,,.3823735370362963,.0031414477002777,.0337508898290177,.045516014096455,.1122792069195083,,2.344369772749034,.2058800181475846,1.143898899988451,1.369123173972115,1.133782338712903,,.016,.0013,.0155,.0154,.0198,,.8263,.079,.1662,.1314,.2071,,135591,137,2026,156.9868721461187,6291.38904109589,2780.823858447488,939.1590182648401,4821.336301369863,,1000000
137,.027,.031572893,.501,.50660002,18543000,.0029,.0057239057239057,.1384680829403616,.0125657908011109,.1062478322572598,.1820640563858199,.2674071300170521,,1.21985013143495,.1845115437190297,1.03909820752588,1.111250191897857,.8858374634478874,,.0638,.005,.0619,.0616,.0785,,.5826,.0957,.2436,.2244,.244,,.3823735370362963,.0031414477002777,.0337508898290177,.045516014096455,.1122792069195083,,2.344369772749034,.2058800181475846,1.143898899988451,1.369123173972115,1.133782338712903,,.016,.0013,.0155,.0154,.0198,,.8263,.079,.1662,.1314,.2071,,135591,137,2027,156.9868721461187,6291.38904109589,2780.823858447488,939.1590182648401,4821.336301369863,,1000000
139,.039,,.82,,,.3338,.0030757400999615,0,0,.0099267871082697,0,.0031275239533148,,1.485223985614886,.2916780144500976,.9918230135151297,.2137400938253209,.8960202217890194,,.02,.4808,.1235,.1996,.166,,2.2386,1.3699,1.8645,1.6548,2.0383,,0,0,.0198535742165394,0,.0062550479066296,,3.140508951606599,.3095438229709711,1.297661569240053,.1871681514981968,.9590537726019374,,.0107,.4553,.0708,.0614,.1074,,1.7594,.5916,1.0458,.9937,1.2292,,,139,2024,2.920319634703196,886.0915525114156,392.3473744292237,1062.379337899543,2581.148173515982,,1000000
139,.039,,.82,,,.3338,.0030757400999615,0,0,.0099267871082697,0,.0031275239533148,,1.485223985614886,.2916780144500976,.9918230135151297,.2137400938253209,.8960202217890194,,.02,.3691,.1235,.1829,.166,,1.9391,1.0949,1.4587,1.3205,1.6698,,0,0,.0198535742165394,0,.0062550479066296,,3.140508951606599,.3095438229709711,1.297661569240053,.1871681514981968,.9590537726019374,,.0107,.3909,.0708,.0614,.1074,,1.6892,.5763,.8995,.8673,1.1577,,,139,2025,2.920319634703196,886.0915525114156,392.3473744292237,1062.379337899543,2581.148173515982,,1000000
139,.039,,.82,,,.3338,.0030757400999615,0,0,.0099267871082697,0,.0031275239533148,,1.485223985614886,.2916780144500976,.9918230135151297,.2137400938253209,.8960202217890194,,.02,.2575,.1235,.1662,.166,,1.6396,.8198,1.0529,.9861,1.3014,,0,0,.0198535742165394,0,.0062550479066296,,3.140508951606599,.3095438229709711,1.297661569240053,.1871681514981968,.9590537726019374,,.0107,.3265,.0708,.0614,.1074,,1.619,.5610000000000001,.7532,.7409,1.0863,,,139,2026,2.920319634703196,886.0915525114156,392.3473744292237,1062.379337899543,2581.148173515982,,1000000
139,.039,,.82,,,.3338,.0030757400999615,0,0,.0099267871082697,0,.0031275239533148,,1.485223985614886,.2916780144500976,.9918230135151297,.2137400938253209,.8960202217890194,,.02,.1459,.1235,.1495,.166,,1.3401,.5447,.6472,.6518,.9329,,0,0,.0198535742165394,0,.0062550479066296,,3.140508951606599,.3095438229709711,1.297661569240053,.1871681514981968,.9590537726019374,,.0107,.2621,.0708,.0614,.1074,,1.5487,.5457,.6069,.6143999999999999,1.0148,,,139,2027,2.920319634703196,886.0915525114156,392.3473744292237,1062.379337899543,2581.148173515982,,1000000
141,.029,.02549758,.676,.63010001,22221000,0,0,0,.0013200976754566,.0473703846769513,.0207026524284184,.1032116987904522,,0,.2138749423418434,.1980877981833979,.1693683986794386,.1172191685577497,,.2408,.0242,.0721,.0627,.1523,,.25,.1034,.0721,.0618,.0806,,0,.0003300244188642,.0511810647390205,.057598256994274,.1368394636389625,,0,.035988855145465,.0576516691396552,.0282280664465731,.0333117435654062,,.5066000000000001,.0083,.0517,.0422,.1573,,.375,.1711,.1226,.1234,.1481,,154799,141,2025,.9584474885844749,6012.596461187215,4933.517579908676,1363.125799086758,5049.181392694064,,1000000
141,.029,.02549758,.676,.63010001,22221000,0,0,0,.0013200976754566,.0473703846769513,.0207026524284184,.1032116987904522,,0,.2138749423418434,.1980877981833979,.1693683986794386,.1172191685577497,,.2362,.0242,.0719,.0627,.135,,.25,.1034,.0721,.0618,.0806,,0,.0003300244188642,.0511810647390205,.057598256994274,.1368394636389625,,0,.035988855145465,.0576516691396552,.0282280664465731,.0333117435654062,,.385,.0083,.0516,.0422,.1481,,.375,.1711,.1226,.1234,.1481,,154799,141,2026,.9584474885844749,6012.596461187215,4933.517579908676,1363.125799086758,5049.181392694064,,1000000
141,.029,.02549758,.676,.63010001,22221000,0,0,0,.0013200976754566,.0473703846769513,.0207026524284184,.1032116987904522,,0,.2138749423418434,.1980877981833979,.1693683986794386,.1172191685577497,,.2316,.0242,.0717,.0627,.1178,,.25,.1034,.0721,.0618,.0806,,0,.0003300244188642,.0511810647390205,.057598256994274,.1368394636389625,,0,.035988855145465,.0576516691396552,.0282280664465731,.0333117435654062,,.2633,.0083,.0515,.0422,.1389,,.375,.1711,.1226,.1234,.1481,,154799,141,2027,.9584474885844749,6012.596461187215,4933.517579908676,1363.125799086758,5049.181392694064,,1000000
143,.0333,.031731814,.5567,.46959999,37285000,.0157,.026620117826751,0,0,.00027239469405,0,0,,.7660282833912658,.0667130844237154,.4614439263473203,.2217247391118308,.6794996031296845,,.06,.0034,.1108,.0726,.1042,,1.0685,.1576,.4641,.4534,.7465000000000001,,0,0,.00027239469405,0,0,,1.217819603543169,.1091301936014757,.663724568500068,.4325436317611864,1.222500003004117,,.0179,.0012,.0637,.0302,.0684,,1.0955,.135,.4117,.3603,.7111,,311517,143,2025,1002.782876712329,18332.61575342466,2278.539611872146,1067.677853881278,11684.88961187215,,1000000
143,.0333,.031731814,.5567,.46959999,37285000,.0157,.026620117826751,0,0,.00027239469405,0,0,,.7660282833912658,.0667130844237154,.4614439263473203,.2217247391118308,.6794996031296845,,.06,.0034,.1108,.0726,.1042,,1.0685,.1576,.4641,.4534,.7465000000000001,,0,0,.00027239469405,0,0,,1.217819603543169,.1091301936014757,.663724568500068,.4325436317611864,1.222500003004117,,.0179,.0012,.0637,.0302,.0684,,1.0955,.135,.4117,.3603,.7111,,311517,143,2026,1002.782876712329,18332.61575342466,2278.539611872146,1067.677853881278,11684.88961187215,,1000000
143,.0333,.031731814,.5567,.46959999,37285000,.0157,.026620117826751,0,0,.00027239469405,0,0,,.7660282833912658,.0667130844237154,.4614439263473203,.2217247391118308,.6794996031296845,,.06,.0034,.1108,.0726,.1042,,1.0685,.1576,.4641,.4534,.7465000000000001,,0,0,.00027239469405,0,0,,1.217819603543169,.1091301936014757,.663724568500068,.4325436317611864,1.222500003004117,,.0179,.0012,.0637,.0302,.0684,,1.0955,.135,.4117,.3603,.7111,,311517,143,2027,1002.782876712329,18332.61575342466,2278.539611872146,1067.677853881278,11684.88961187215,,1000000
144,.0486,.054389872,.4349,.31200001,4658000,.036,0,.0633205305995019,0,0,.0001016346850142,.0115098533474734,,.5010680239016633,.1114281303729886,.4046478932544845,.0962274777840493,.7350309433589304,,.2344,.0361,.1536,.0156,.1189,,1.0842,.4133,1.0212,.2705,1.125,,.2571993596212907,0,0,.0001270433562677,.0381299180821592,,.1409125517615255,.0285752941447844,.1324588951477327,.0332371332807817,.2227379886292973,,.2869,.088,.208,.0328,.1977,,.7171999999999999,.4222,.7968,.1739,.7603,,17062,144,2025,157.2271689497717,21.4453196347032,97.59908675799086,188.6962328767123,1376.852853881279,,1000000
144,.0486,.054389872,.4349,.31200001,4658000,.036,0,.0633205305995019,0,0,.0001016346850142,.0115098533474734,,.5010680239016633,.1114281303729886,.4046478932544845,.0962274777840493,.7350309433589304,,.2344,.0361,.1536,.0156,.1189,,1.0842,.4133,.902,.2705,1.1066,,.2571993596212907,0,0,.0001270433562677,.0381299180821592,,.1409125517615255,.0285752941447844,.1324588951477327,.0332371332807817,.2227379886292973,,.2869,.088,.208,.0328,.1977,,.7171999999999999,.4222,.7776,.1739,.7603,,17062,144,2026,157.2271689497717,21.4453196347032,97.59908675799086,188.6962328767123,1376.852853881279,,1000000
144,.0486,.054389872,.4349,.31200001,4658000,.036,0,.0633205305995019,0,0,.0001016346850142,.0115098533474734,,.5010680239016633,.1114281303729886,.4046478932544845,.0962274777840493,.7350309433589304,,.2344,.0361,.1536,.0156,.1189,,1.0842,.4133,.7827,.2705,1.0883,,.2571993596212907,0,0,.0001270433562677,.0381299180821592,,.1409125517615255,.0285752941447844,.1324588951477327,.0332371332807817,.2227379886292973,,.2869,.088,.208,.0328,.1977,,.7171999999999999,.4222,.7584,.1739,.7603,,17062,144,2027,157.2271689497717,21.4453196347032,97.59908675799086,188.6962328767123,1376.852853881279,,1000000
146,.0253,.019297788,.575,.51359999,29428000,.0166,.0011393847322446,0,.0000507597587266,.0160054695942255,.028131795983923,.1065083758077221,,1.26739040987498,.0539686080986995,.3571032458247894,.1554358746668059,.6491314044239387,,.1242,.0072,.0119,.0139,.042,,1.2564,.3078,.1688,.1327,.5467,,0,.0002243912377622,.0212481862769954,.0247565311979441,.183090639895538,,.6711170543862426,.0501134689598642,.35938613305978,.1266649388372393,.596691386085663,,.284,.0042,.0237,.0112,.0789,,1.6257,.2319,.1724,.1189,.5863,,233861,146,2025,18.03367579908676,11379.59646118722,4813.159132420092,2108.028424657534,7250.183333333333,,1000000
146,.0253,.019297788,.575,.51359999,29428000,.0166,.0011393847322446,0,.0000507597587266,.0160054695942255,.028131795983923,.1065083758077221,,1.26739040987498,.0539686080986995,.3571032458247894,.1554358746668059,.6491314044239387,,.1242,.0072,.0119,.0139,.042,,1.1727,.3078,.1688,.1327,.5467,,0,.0002243912377622,.0212481862769954,.0247565311979441,.183090639895538,,.6711170543862426,.0501134689598642,.35938613305978,.1266649388372393,.596691386085663,,.284,.0042,.0237,.0112,.0789,,1.4055,.2319,.1724,.1189,.5863,,233861,146,2026,18.03367579908676,11379.59646118722,4813.159132420092,2108.028424657534,7250.183333333333,,1000000
146,.0253,.019297788,.575,.51359999,29428000,.0166,.0011393847322446,0,.0000507597587266,.0160054695942255,.028131795983923,.1065083758077221,,1.26739040987498,.0539686080986995,.3571032458247894,.1554358746668059,.6491314044239387,,.1242,.0072,.0119,.0139,.042,,1.089,.3078,.1688,.1327,.5467,,0,.0002243912377622,.0212481862769954,.0247565311979441,.183090639895538,,.6711170543862426,.0501134689598642,.35938613305978,.1266649388372393,.596691386085663,,.284,.0042,.0237,.0112,.0789,,1.1853,.2319,.1724,.1189,.5863,,233861,146,2027,18.03367579908676,11379.59646118722,4813.159132420092,2108.028424657534,7250.183333333333,,1000000
147,.041,.039663017,.5570000000000001,.4826,6440000,0,0,.0024263839811543,.0182562815511792,.0819852717237642,.1643024346521823,.4728972000818634,,0,.0033129223543661,.0385713240220772,.0018070128477628,.0421848280870223,,.2315,.0443,.0223,.0227,.065,,.5155,.137,.1636,.203,.2046,,.0002021986650962,.001975573652547,.0161067367056408,.0136918695543485,.1317724269668896,,0,.0012340960241445,.0312321925180848,.0006023376159209,.0643576745868286,,.1162,.0275,.0122,.0024,.078,,.5361,.1787,.1997,.2341,.2581,,59350,147,2025,4.845890410958904,1102.366552511415,2009.057534246575,150.5423515981735,3239.559817351598,,1000000
147,.041,.039663017,.5570000000000001,.4826,6440000,0,0,.0024263839811543,.0182562815511792,.0819852717237642,.1643024346521823,.4728972000818634,,0,.0033129223543661,.0385713240220772,.0018070128477628,.0421848280870223,,.2315,.0443,.0223,.0227,.065,,.5155,.137,.1636,.203,.2046,,.0002021986650962,.001975573652547,.0161067367056408,.0136918695543485,.1317724269668896,,0,.0012340960241445,.0312321925180848,.0006023376159209,.0643576745868286,,.1162,.0275,.0122,.0024,.078,,.5361,.1787,.1997,.2341,.2581,,59350,147,2026,4.845890410958904,1102.366552511415,2009.057534246575,150.5423515981735,3239.559817351598,,1000000
147,.041,.039663017,.5570000000000001,.4826,6440000,0,0,.0024263839811543,.0182562815511792,.0819852717237642,.1643024346521823,.4728972000818634,,0,.0033129223543661,.0385713240220772,.0018070128477628,.0421848280870223,,.2315,.0443,.0223,.0227,.065,,.5155,.137,.1636,.203,.2046,,.0002021986650962,.001975573652547,.0161067367056408,.0136918695543485,.1317724269668896,,0,.0012340960241445,.0312321925180848,.0006023376159209,.0643576745868286,,.1162,.0275,.0122,.0024,.078,,.5361,.1787,.1997,.2341,.2581,,59350,147,2027,4.845890410958904,1102.366552511415,2009.057534246575,150.5423515981735,3239.559817351598,,1000000
148,.0366,.027685063,.5447,.46970001,15678000,.0001,0,.059157897130211,.0164465553400597,.0282158617027316,.0214209718388932,.1232487005495016,,.0235100630193984,.0432961336544687,.1956996629017224,.2675112773984838,.3614270532359456,,.0771,.0217,.0419,.0787,.123,,.3006,.2696,.2018,.2129,.2185,,.1315887103191897,.0420398680682344,.0492235891140302,.0260402884815459,.2575344372025353,,.0219427254847719,.0564135076472587,.1697036094720145,.5727746489840202,.4304647153395926,,.1592,.0408,.0757,.0636,.2283,,.3637,.2361,.1799,.2042,.2318,,223803,148,2025,30.12408675799087,2409.402397260274,10507.95821917808,581.5365296803653,11223.19760273973,,1000000
148,.0366,.027685063,.5447,.46970001,15678000,.0001,0,.059157897130211,.0164465553400597,.0282158617027316,.0214209718388932,.1232487005495016,,.0235100630193984,.0432961336544687,.1956996629017224,.2675112773984838,.3614270532359456,,.0771,.0217,.0419,.0714,.1213,,.3006,.2696,.2018,.2129,.2185,,.1315887103191897,.0420398680682344,.0492235891140302,.0260402884815459,.2575344372025353,,.0219427254847719,.0564135076472587,.1697036094720145,.5727746489840202,.4304647153395926,,.1592,.0408,.0649,.0631,.1853,,.3637,.2361,.1799,.2042,.2318,,223803,148,2026,30.12408675799087,2409.402397260274,10507.95821917808,581.5365296803653,11223.19760273973,,1000000
148,.0366,.027685063,.5447,.46970001,15678000,.0001,0,.059157897130211,.0164465553400597,.0282158617027316,.0214209718388932,.1232487005495016,,.0235100630193984,.0432961336544687,.1956996629017224,.2675112773984838,.3614270532359456,,.0771,.0217,.0419,.0641,.1196,,.3006,.2696,.2018,.2129,.2185,,.1315887103191897,.0420398680682344,.0492235891140302,.0260402884815459,.2575344372025353,,.0219427254847719,.0564135076472587,.1697036094720145,.5727746489840202,.4304647153395926,,.1592,.0408,.0542,.0627,.1423,,.3637,.2361,.1799,.2042,.2318,,223803,148,2027,30.12408675799087,2409.402397260274,10507.95821917808,581.5365296803653,11223.19760273973,,1000000
152,.0269,.031470239,.5909,.50230002,28045000,.0671,.0000828088771116,0,.0454829028766744,.0741409650138063,.0126769440910175,.1073414579894402,,.1841334345190009,.0147600130562255,.1307416403923852,.0997849135015488,.3795333396863141,,.3641,.0295,.0939,.1465,.1144,,1.3441,.5478,.5662,.5746,.8604000000000001,,0,.2234964355607958,.2733175920265116,.0463384582957608,.4087146116405108,,.0122755623012667,.0018210539439585,.0352309468540157,.0176148088452075,.1967253861507603,,.4565,.1374,.0351,.0449,.1244,,1.8192,.5766,.4433,.3872,.8204,,251857,152,2025,13.98938356164384,14022.94703196347,3443.325,1411.399885844749,8707.667465753424,,1000000
152,.0269,.031470239,.5909,.50230002,28045000,.0671,.0000828088771116,0,.0454829028766744,.0741409650138063,.0126769440910175,.1073414579894402,,.1841334345190009,.0147600130562255,.1307416403923852,.0997849135015488,.3795333396863141,,.3071,.0295,.0913,.1171,.1144,,1.2327,.4478,.5037,.5054999999999999,.7782,,0,.2234964355607958,.2733175920265116,.0463384582957608,.4087146116405108,,.0122755623012667,.0018210539439585,.0352309468540157,.0176148088452075,.1967253861507603,,.39,.1256,.0351,.0449,.1244,,1.5256,.4578,.41,.3694,.7543,,251857,152,2026,13.98938356164384,14022.94703196347,3443.325,1411.399885844749,8707.667465753424,,1000000
152,.0269,.031470239,.5909,.50230002,28045000,.0671,.0000828088771116,0,.0454829028766744,.0741409650138063,.0126769440910175,.1073414579894402,,.1841334345190009,.0147600130562255,.1307416403923852,.0997849135015488,.3795333396863141,,.2501,.0295,.0887,.0878,.1144,,1.1212,.3479,.4412,.4365,.6959,,0,.2234964355607958,.2733175920265116,.0463384582957608,.4087146116405108,,.0122755623012667,.0018210539439585,.0352309468540157,.0176148088452075,.1967253861507603,,.3234,.1138,.0351,.0449,.1244,,1.2319,.3391,.3767,.3516,.6882,,251857,152,2027,13.98938356164384,14022.94703196347,3443.325,1411.399885844749,8707.667465753424,,1000000
156,.0559,.051936563,.5284,.31,7342000,0,0,.6875274537828804,.8232257689773814,.6644990870288313,.8308989933165425,.8076134823013199,,.5435949349024819,.3560247197778091,.4040539505871314,.2886202144686431,.4000478704750256,,.0081,.0003,.0007,0,.0077,,.1916,.1024,.137,.0573,.1065,,4.18245867717919,4.527540214986044,3.901094305463481,4.539018491542148,4.215955770139851,,.4951527489458862,.2866133303169864,.3217022025994801,.2261879871404553,.3211011655821742,,.0248,.0009,.002,0,.0237,,.0527,.0141,.0509,.0255,.0675,,46345,156,2025,51.19646118721461,74.68184931506849,471.1397260273973,420.7382420091324,3924.688698630137,,1000000
156,.0559,.051936563,.5284,.31,7342000,0,0,.6875274537828804,.8232257689773814,.6644990870288313,.8308989933165425,.8076134823013199,,.5435949349024819,.3560247197778091,.4040539505871314,.2886202144686431,.4000478704750256,,.0081,.0003,.0007,0,.0077,,.1916,.1024,.137,.0573,.1065,,4.18245867717919,4.527540214986044,3.901094305463481,4.539018491542148,4.215955770139851,,.4951527489458862,.2866133303169864,.3217022025994801,.2261879871404553,.3211011655821742,,.0248,.0009,.002,0,.0237,,.0527,.0141,.0509,.0255,.0675,,46345,156,2026,51.19646118721461,74.68184931506849,471.1397260273973,420.7382420091324,3924.688698630137,,1000000
156,.0559,.051936563,.5284,.31,7342000,0,0,.6875274537828804,.8232257689773814,.6644990870288313,.8308989933165425,.8076134823013199,,.5435949349024819,.3560247197778091,.4040539505871314,.2886202144686431,.4000478704750256,,.0081,.0003,.0007,0,.0077,,.1916,.1024,.137,.0573,.1065,,4.18245867717919,4.527540214986044,3.901094305463481,4.539018491542148,4.215955770139851,,.4951527489458862,.2866133303169864,.3217022025994801,.2261879871404553,.3211011655821742,,.0248,.0009,.002,0,.0237,,.0527,.0141,.0509,.0255,.0675,,46345,156,2027,51.19646118721461,74.68184931506849,471.1397260273973,420.7382420091324,3924.688698630137,,1000000
