subset_mask,players,REId,super_eff,eff,requirement_pp
0,(baseline),REL00126,0.6777051481040096,0.6777051481040096,1.5919501030108751
0,(baseline),REL00127,0.6866352264016606,0.6866352264016606,1.538678092302903
0,(baseline),REL00128,0.9976270631280428,0.9976270631280428,-0.3712039788721588
0,(baseline),REL00130,0.686310427182714,0.686310427182714,1.5406171426347148
0,(baseline),REL00133,0.8200474218035474,0.8200474218035474,0.7326397348875746
0,(baseline),REL00135,0.819875697719999,0.819875697719999,0.7336897207753879
0,(baseline),REL00137,0.8084191221079758,0.8084191221079758,0.8036671958256303
0,(baseline),REL00139,0.7699662848216754,0.7699662848216754,1.0374802329623067
0,(baseline),REL00141,0.9916658104378254,0.9916658104378254,-0.3335495119590193
0,(baseline),REL00143,0.9135959391460656,0.9135959391460656,0.1556883364856043
0,(baseline),REL00144,0.6271768675074405,0.6271768675074405,1.8244601098569957
0,(baseline),REL00146,0.98060068845243,0.98060068845243,-0.2637691693030408
0,(baseline),REL00147,1.0339780110022263,1.0,-0.3862046335743163
0,(baseline),REL00148,0.804527965269202,0.804527965269202,0.827401451442733
0,(baseline),REL00149,0.976807431861327,0.976807431861327,-0.2398812815417539
0,(baseline),REL00152,0.7197874885183716,0.7197874885183716,1.3401726581887985
0,(baseline),REL00156,0.6445484919741358,0.6445484919741358,1.7890150860891074
0,(baseline),REL00157,0.9412932617695928,0.9412932617695928,-0.0170603184454498
0,(baseline),REL00158,1.039730336038507,1.0,-0.3862046335743163
0,(baseline),REL00160,0.7227636347660531,0.7227636347660531,1.322295298557874
0,(baseline),REL00163,0.7219214104786452,0.7219214104786452,1.3273553854654674
0,(baseline),REL00164,0.775880944029526,0.775880944029526,1.0016216199314254
0,(baseline),REL00167,0.9198044813879735,0.9198044813879735,0.1170432745671856
0,(baseline),REL00168,0.8603342720008836,0.8603342720008836,0.4853922005605193
0,(baseline),REL00169,0.9127266546111876,0.9127266546111876,0.1610956639400695
0,(baseline),REL00170,0.962748643840223,0.962748643840223,-0.1514959961102291
0,(baseline),REL00171,0.9184162593893596,0.9184162593893596,0.1256881356450634
0,(baseline),REL00173,0.980395708912168,0.980395708912168,-0.2624778780266235
0,(baseline),REL00175,0.7256403251175516,0.7256403251175516,1.3050062660088455
0,(baseline),REL00177,0.8806623521316032,0.8806623521316032,0.359939223274619
0,(baseline),REL00178,0.7694897579475202,0.7694897579475202,1.0403675535922474
0,(baseline),REL00182,0.906710569337607,0.906710569337607,0.1984940784346411
0,(baseline),REL00183,0.8114083921040237,0.8114083921040237,0.7854226073247039
0,(baseline),REL00184,0.7235403816180638,0.7235403816180638,1.317627885578565
0,(baseline),REL00185,0.7943508420957207,0.7943508420957207,0.8893982234486009
0,(baseline),REL00186,0.9967066474150544,0.9967066474150544,-0.3653873859969958
0,(baseline),REL00187,0.874686639429404,0.874686639429404,0.3968666182106783
0,(baseline),REL00191,1.025065876957887,1.0,-0.3862046335743163
0,(baseline),REL00193,0.7568224503424968,0.7568224503424968,1.1170304853016957
0,(baseline),REL00195,0.9196879107082956,0.9196879107082956,0.1177692769467109
0,(baseline),REL00201,0.8805812591360065,0.8805812591360065,0.3604405985279113
0,(baseline),REL00203,0.8423780661208103,0.8423780661208103,0.5958178183142593
0,(baseline),REL00204,0.8636336687028408,0.8636336687028408,0.4650621718294667
0,(baseline),REL00205,0.691625492555922,0.691625492555922,1.50887235256294
0,(baseline),REL00235,0.9139604196071442,0.9139604196071442,0.1534208661823299
0,(baseline),REL00239,0.9318178709481691,0.9318178709481691,0.0421385919778138
0,(baseline),REL00242,0.7258273496097282,0.7258273496097282,1.3038819650615483
0,(baseline),REL00243,0.8248939419022377,0.8248939419022377,0.702992027250815
0,(baseline),REL00244,0.7843409350058,0.7843409350058,0.950264980752924
0,(baseline),REL00246,0.7135299522010692,0.7135299522010692,1.3777302129869495
0,(baseline),REL00249,0.7992406683525725,0.7992406683525725,0.8596247547011604
0,(baseline),REL00255,1.0616293686818663,1.0,-0.3862046335743163
0,(baseline),REL00267,0.8534015632007269,0.8534015632007269,0.5280695648409273
0,(baseline),REL00332,0.6778175643294668,0.6778175643294668,1.5912800465931909
0,(baseline),REL00364,0.8001653125386133,0.8001653125386133,0.853991789954911
0,(baseline),REL00570,1.0576301333887417,1.0,-0.3862046335743163
0,(baseline),REL00576,0.8137283649236595,0.8137283649236595,0.77125616523257
0,(baseline),REL00584,0.7418263978683788,0.7418263978683788,1.2075622055750967
0,(baseline),REL00585,1.1347176818485196,1.0,-0.3862046335743163
0,(baseline),REL00590,0.6482641276369043,0.6482641276369043,1.7669882620240829
0,(baseline),REL00594,0.8327795085101387,0.8327795085101387,0.654697445061414
0,(baseline),REL00824,1.015100142084295,1.0,-0.3862046335743163
0,(baseline),REL00885,0.8945728710098068,0.8945728710098068,0.2738197709394319
0,(baseline),REL00886,0.7825515332482292,0.7825515332482292,0.9611341749519164
0,(baseline),REL00899,1.3533013608198023,1.0,-0.3862046335743163
0,(baseline),REL00904,0.840132599439024,0.840132599439024,0.6096012779597038
0,(baseline),REL00936,0.8710024359647536,0.8710024359647536,0.4196131478697795
0,(baseline),REL00937,0.7092461052199798,0.7092461052199798,1.4034176342424542
0,(baseline),REL00938,0.6567391598935991,0.6567391598935991,1.7166935343711165
0,(baseline),REL00944,1.0246398479735703,1.0,-0.3862046335743163
0,(baseline),REL00945,0.743128970801239,0.743128970801239,1.199708172046976
0,(baseline),REL00958,0.7873498462630318,0.7873498462630318,0.931980407901789
0,(baseline),REL00959,0.9412723425803884,0.9412723425803884,-0.0169295017602544
0,(baseline),REL01010,0.7825943997581706,0.7825943997581706,0.9608738159975428
0,(baseline),REL01012,0.7350776072229872,0.7350776072229872,1.2482257573577238
0,(baseline),REL03009,0.760225069606366,0.760225069606366,1.0964548569885268
0,(baseline),REL03015,0.7306781068881125,0.7306781068881125,1.2747077518332262
0,(baseline),REL03016,1.278755328859689,1.0,-0.3862046335743163
0,(baseline),REL03019,0.702844211704918,0.702844211704918,1.4417693459943148
0,(baseline),REL03028,0.9376616348394672,0.9376616348394672,0.0056412570003328
0,(baseline),REL03030,0.8661055859363253,0.8661055859363253,0.4498227646089869
0,(baseline),REL03035,0.918906389342808,0.918906389342808,0.12263620529529
0,(baseline),REL03038,0.9240391481338494,0.9240391481338494,0.0906588743727621
0,(baseline),REL03041,0.8245656922991815,0.8245656922991815,0.7050008639523098
0,(baseline),REL03042,1.0715773791061465,1.0,-0.3862046335743163
0,(baseline),REL03043,0.7785878206750979,0.7785878206750979,0.9851979612157002
0,(baseline),REL03044,0.7776498766665475,0.7776498766665475,0.9908897030721732
0,(baseline),REL03047,0.9600240348156688,0.9600240348156688,-0.1343939489705903
0,(baseline),REL03049,0.754420985456283,0.754420985456283,1.1315445464363585
0,(baseline),REL03050,1.0991869512590031,1.0,-0.3862046335743163
1,losses,REL00001,0.6532707695535632,0.6532707695535632,1.6676193093728475
1,losses,REL00003,1.2925857053163208,1.0,-0.4604285420411025
1,losses,REL00004,0.7214649960654249,0.7214649960654249,1.2595865315148114
1,losses,REL00005,0.7511975146086204,0.7511975146086204,1.0801305986563037
1,losses,REL00007,0.6997436491326021,0.6997436491326021,1.3900890519043865
1,losses,REL00008,0.6471053506488338,0.6471053506488338,1.704268121231456
1,losses,REL00010,0.7471085367118284,0.7471085367118284,1.1048670354026455
1,losses,REL00011,0.604570599610253,0.604570599610253,1.8244601098569957
1,losses,REL00012,0.7371832163412259,0.7371832163412259,1.1648353685196344
1,losses,REL00014,0.6899178543212771,0.6899178543212771,1.448957583881039
1,losses,REL00015,1.0143739017876552,1.0,-0.4604285420411025
1,losses,REL00016,1.0445682666013891,1.0,-0.4604285420411025
1,losses,REL00017,0.7483352265562582,0.7483352265562582,1.0974480168373768
1,losses,REL00018,0.8106764674675289,0.8106764674675289,0.7182385697913629
1,losses,REL00019,0.8260796762329463,0.8260796762329463,0.6238808934357243
1,losses,REL00021,0.825952166443274,0.825952166443274,0.6246630901893813
1,losses,REL00023,0.8937106024867442,0.8937106024867442,0.2064104162303293
1,losses,REL00025,0.8641558408413239,0.8641558408413239,0.3894862180490621
1,losses,REL00029,0.9073935513288984,0.9073935513288984,0.1213110134902661
1,losses,REL00030,0.9890344745504634,0.9890344745504634,-0.3910111864020238
1,losses,REL00031,0.8255079807341869,0.8255079807341869,0.6273877848270493
1,losses,REL00033,1.3069184721363991,1.0,-0.4604285420411025
1,losses,REL00035,0.9352846915889989,0.9352846915889989,-0.0528295371573839
1,losses,REL00037,0.6491781728277354,0.6491781728277354,1.6919511772859552
1,losses,REL00038,0.9266528062350322,0.9266528062350322,0.0011615422621291
1,losses,REL00040,0.6462721941006389,0.6462721941006389,1.7092175968519865
1,losses,REL00043,0.9672893884531027,0.9672893884531027,-0.2537815048388681
1,losses,REL00049,0.7134722805616988,0.7134722805616988,1.3076656911199969
1,losses,REL00062,1.04812304254776,1.0,-0.4604285420411025
1,losses,REL00064,0.6929826329474171,0.6929826329474171,1.430606809550028
1,losses,REL00067,0.9886568012551178,0.9886568012551178,-0.3886229281204412
1,losses,REL00072,0.9275170449919264,0.9275170449919264,-0.004240144674783
1,losses,REL00074,0.7590247666716936,0.7590247666716936,1.0327284635476497
1,losses,REL00075,0.8874293396418967,0.8874293396418967,0.2454034285628292
1,losses,REL00077,0.729108856192179,0.729108856192179,1.2135417382481697
1,losses,REL00078,0.6021200165348367,0.6021200165348367,1.8244601098569957
1,losses,REL00080,0.7896170694948021,0.7896170694948021,0.8468175833590497
1,losses,REL00083,0.6264348031554375,0.6264348031554375,1.8244601098569957
1,losses,REL00085,0.6509469358416072,0.6509469358416072,1.6814373946936412
1,losses,REL00086,0.8172913793132758,0.8172913793132758,0.6777491564690097
1,losses,REL00087,0.9655915736632328,0.9655915736632328,-0.2430906478217753
1,losses,REL00090,0.7700631108581161,0.7700631108581161,0.9657663236680936
1,losses,REL00091,0.6716437783268118,0.6716437783268118,1.5581698214560014
1,losses,REL00092,0.8535483862336216,0.8535483862336216,0.454950066803983
1,losses,REL00093,0.9541159735478772,0.9541159735478772,-0.1709208976848342
1,losses,REL00098,0.6662600685507892,0.6662600685507892,1.5902776642922722
1,losses,REL00100,0.7742625759803005,0.7742625759803005,0.9402559592970094
1,losses,REL00103,1.0015107896065327,1.0,-0.4604285420411025
1,losses,REL00106,0.7845737317217046,0.7845737317217046,0.8775370193425003
1,losses,REL00111,1.017920551962141,1.0,-0.4604285420411025
1,losses,REL00112,1.0360773609107716,1.0,-0.4604285420411025
1,losses,REL00113,0.7399002738035633,0.7399002738035633,1.1484296764800117
1,losses,REL00118,0.8530515100473265,0.8530515100473265,0.4580134240138367
1,losses,REL00121,0.8411582998796485,0.8411582998796485,0.5312537778335402
1,losses,REL00123,0.7598188449001888,0.7598188449001888,1.0279158211529582
1,losses,REL00126,0.6294947369154671,0.6294947369154671,1.8087324016505144
1,losses,REL00127,0.6598347923842615,0.6598347923842615,1.628557509577977
1,losses,REL00128,0.964963925640164,0.964963925640164,-0.2391393854206502
1,losses,REL00130,0.6963232593705049,0.6963232593705049,1.4105929952966
1,losses,REL00133,0.7929365095071584,0.7929365095071584,0.8265832473609347
1,losses,REL00135,0.7976329474001158,0.7976329474001158,0.7979342946666579
1,losses,REL00137,0.8104368095189236,0.8104368095189236,0.7197045959661086
1,losses,REL00139,0.7951044804913905,0.7951044804913905,0.8133613566725373
1,losses,REL00141,0.9765537581307108,0.9765537581307108,-0.3121781631185927
1,losses,REL00143,0.8927533302706991,0.8927533302706991,0.2123559287644738
1,losses,REL00144,0.603989181782335,0.603989181782335,1.8244601098569957
1,losses,REL00146,0.9913410840303774,0.9913410840303774,-0.4056011434423023
1,losses,REL00147,1.0439447783441254,1.0,-0.4604285420411025
1,losses,REL00148,0.803490691691543,0.803490691691543,0.7621669764734884
1,losses,REL00149,1.025314792884444,1.0,-0.4604285420411025
1,losses,REL00152,0.7176300301104461,0.7176300301104461,1.282663835816411
1,losses,REL00156,0.6242811050434691,0.6242811050434691,1.8244601098569957
1,losses,REL00157,0.884448051366274,0.884448051366274,0.2638948660059315
1,losses,REL00158,1.043810925821583,1.0,-0.4604285420411025
1,losses,REL00160,0.6981431678483297,0.6981431678483297,1.3996848721001376
1,losses,REL00163,0.7032093150383126,0.7032093150383126,1.3693009767326902
1,losses,REL00164,0.7558817935577821,0.7558817935577821,1.0517704658080218
1,losses,REL00167,0.9076662425361712,0.9076662425361712,0.119612845324446
1,losses,REL00168,0.8658812883714785,0.8658812883714785,0.3788254896004428
1,losses,REL00169,0.8641846963807133,0.8641846963807133,0.3893079338697092
1,losses,REL00170,0.9575816127215228,0.9575816127215228,-0.1926997200207836
1,losses,REL00171,0.8841140486652637,0.8841140486652637,0.2659658622656158
1,losses,REL00173,0.970994759816632,0.970994759816632,-0.2771254761344432
1,losses,REL00175,0.7226604084486333,0.7226604084486333,1.2523898090925911
1,losses,REL00177,0.9116044212286154,0.9116044212286154,0.0950783157380064
1,losses,REL00178,0.7723176775085888,0.7723176775085888,0.9520729753507152
1,losses,REL00182,0.9384381717677212,0.9384381717677212,-0.0725759082160992
1,losses,REL00183,0.7955180981647043,0.7955180981647043,0.8108382037916861
1,losses,REL00184,0.6935107491149962,0.6935107491149962,1.4274436151963998
1,losses,REL00185,0.7752630750206141,0.7752630750206141,0.9341754053233452
1,losses,REL00186,1.0586943169093703,1.0,-0.4604285420411025
1,losses,REL00187,0.854220048803043,0.854220048803043,0.450808713020856
1,losses,REL00191,0.9729223654259064,0.9729223654259064,-0.2892759774389852
1,losses,REL00193,0.7385866278146249,0.7385866278146249,1.1563625011655532
1,losses,REL00195,0.9039214126850816,0.9039214126850816,0.1429261023670136
1,losses,REL00201,0.8498989453634731,0.8498989453634731,0.4774430136394558
1,losses,REL00203,0.8175384752750837,0.8175384752750837,0.6762357274291864
1,losses,REL00204,0.8410347320761128,0.8410347320761128,0.5320139025277726
1,losses,REL00205,0.665083018919891,0.665083018919891,1.597293404507849
1,losses,REL00235,0.8716827149820728,0.8716827149820728,0.3429563642044275
1,losses,REL00239,0.8868157944121213,0.8868157944121213,0.2492098058947789
1,losses,REL00242,0.7064500174925106,0.7064500174925106,1.3498507580446797
1,losses,REL00243,0.8240905350034207,0.8240905350034207,0.6360809879517593
1,losses,REL00244,0.8182541164423082,0.8182541164423082,0.671852216619917
1,losses,REL00246,0.692726826648169,0.692726826648169,1.432138826770868
1,losses,REL00249,0.758874437441857,0.758874437441857,1.0336394953882833
1,losses,REL00255,1.0679180391606156,1.0,-0.4604285420411025
1,losses,REL00267,0.8446447657347601,0.8446447657347601,0.5098001039159916
1,losses,REL00332,0.6463163802819085,0.6463163802819085,1.7089550996009395
1,losses,REL00364,0.7820633083014912,0.7820633083014912,0.8928177568388929
1,losses,REL00570,1.0443623160355582,1.0,-0.4604285420411025
1,losses,REL00576,0.7644711004417302,0.7644711004417302,0.9997059099006832
1,losses,REL00584,0.7334267887375334,0.7334267887375334,1.187503755186503
1,losses,REL00585,1.1486457819566505,1.0,-0.4604285420411025
1,losses,REL00590,0.660480033018637,0.660480033018637,1.6247153212847865
1,losses,REL00594,0.8144410219003537,0.8144410219003537,0.6952020046762764
1,losses,REL00824,0.9725183238643508,0.9725183238643508,-0.286728719777829
1,losses,REL00885,0.9273962103590914,0.9273962103590914,-0.0034848696605194
1,losses,REL00886,0.752697411602101,0.752697411602101,1.0710523212894785
1,losses,REL00899,1.2878572876715169,1.0,-0.4604285420411025
1,losses,REL00904,0.8331929211741534,0.8331929211741534,0.5802165450179197
1,losses,REL00936,0.86500499036057,0.86500499036057,0.3842401516973348
1,losses,REL00937,0.692089002801708,0.692089002801708,1.4359585656738671
1,losses,REL00938,0.6421001531642503,0.6421001531642503,1.7339911825464682
1,losses,REL00944,1.0086020287554458,1.0,-0.4604285420411025
1,losses,REL00945,0.7053526574077338,0.7053526574077338,1.3564382100006211
1,losses,REL00958,0.8148369838726809,0.8148369838726809,0.6927780712816967
1,losses,REL00959,0.8909415205411294,0.8909415205411294,0.2236060116262761
1,losses,REL01010,0.7530278613094123,0.7530278613094123,1.0690519145706512
1,losses,REL01012,0.7085823124548054,0.7085823124548054,1.3370469472953284
1,losses,REL03009,0.7255808559291371,0.7255808559291371,1.234801377740169
1,losses,REL03015,0.6869797227474556,0.6869797227474556,1.466540680082673
1,losses,REL03016,1.2914736345973648,1.0,-0.4604285420411025
1,losses,REL03019,0.6892513238872394,0.6892513238872394,1.452947202053112
1,losses,REL03028,0.8993560896062229,0.8993560896062229,0.1713252741611715
1,losses,REL03030,0.8166156052712932,0.8166156052712932,0.6818877393201639
1,losses,REL03035,0.8724474144066982,0.8724474144066982,0.3382254927880801
1,losses,REL03038,0.907341481048,0.907341481048,0.1216352679082266
1,losses,REL03041,0.8148399085845581,0.8148399085845581,0.6927601341587541
1,losses,REL03042,1.0438797424681066,1.0,-0.4604285420411025
1,losses,REL03043,0.7819387068715353,0.7819387068715353,0.8935760068232046
1,losses,REL03044,0.7730379685673112,0.7730379685673112,0.9476970498789594
1,losses,REL03047,0.9512373968227724,0.9512373968227724,-0.1528421790614187
1,losses,REL03049,0.7387525240343062,0.7387525240343062,1.1553608256390513
1,losses,REL03050,1.1239869888113143,1.0,-0.4604285420411025
2,grid_subscription,REL00001,0.6905695499368777,0.6905695499368777,1.2924393585049598
2,grid_subscription,REL00003,1.1391761579053727,1.0,-0.6220077519901612
2,grid_subscription,REL00004,0.6027981333824789,0.6027981333824789,1.8162026217375171
2,grid_subscription,REL00005,0.7935724370214696,0.7935724370214696,0.6672360604296435
2,grid_subscription,REL00007,0.6632921164150586,0.6632921164150586,1.456083354485882
2,grid_subscription,REL00008,0.6665614231531064,0.6665614231531064,1.436511761136905
2,grid_subscription,REL00010,0.7542733893943459,0.7542733893943459,0.9071444524209048
2,grid_subscription,REL00011,0.6311378147140305,0.6311378147140305,1.6479736517210686
2,grid_subscription,REL00012,0.7614025030115056,0.7614025030115056,0.8637504469444224
2,grid_subscription,REL00014,0.8546576291580527,0.8546576291580527,0.2908897218393047
2,grid_subscription,REL00015,1.183735923884731,1.0,-0.6220077519901612
2,grid_subscription,REL00016,1.0509902166605205,1.0,-0.6220077519901612
2,grid_subscription,REL00017,0.7201644829062211,0.7201644829062211,1.1139903781830274
2,grid_subscription,REL00018,0.8329819039661189,0.8329819039661189,0.4249187307738822
2,grid_subscription,REL00019,0.9024437362187748,0.9024437362187748,-0.0065023841875122
2,grid_subscription,REL00021,0.7629899583653653,0.7629899583653653,0.8540801473785553
2,grid_subscription,REL00023,0.8018386480659785,0.8018386480659785,0.6165544969885417
2,grid_subscription,REL00025,0.815196638492882,0.815196638492882,0.5344921079274645
2,grid_subscription,REL00029,0.9115718467141902,0.9115718467141902,-0.063613111180949
2,grid_subscription,REL00030,0.7727029273504811,0.7727029273504811,0.7948511692193572
2,grid_subscription,REL00031,0.5788691858228249,0.5788691858228249,1.8244601098569957
2,grid_subscription,REL00033,1.0611066810008432,1.0,-0.6220077519901612
2,grid_subscription,REL00035,0.879245722124355,0.879245722124355,0.1381991259859605
2,grid_subscription,REL00037,0.7084156513379761,0.7084156513379761,1.184945504203494
2,grid_subscription,REL00038,0.860765329601147,0.860765329601147,0.2530263564852752
2,grid_subscription,REL00040,0.6802497833732846,0.6802497833732846,1.3544434286652862
2,grid_subscription,REL00043,0.9579100070086936,0.9579100070086936,-0.3550523986913134
2,grid_subscription,REL00049,0.9262922593330946,0.9262922593330946,-0.1559192834393652
2,grid_subscription,REL00062,0.992124317523097,0.992124317523097,-0.5718926147988079
2,grid_subscription,REL00064,0.6551309690502457,0.6551309690502457,1.5048905355430575
2,grid_subscription,REL00067,0.7228443754907415,0.7228443754907415,1.0977846232909982
2,grid_subscription,REL00072,0.8265579459861666,0.8265579459861666,0.4645374753781572
2,grid_subscription,REL00074,0.972424043488741,0.972424043488741,-0.4468650370137439
2,grid_subscription,REL00075,0.9957122400188004,0.9957122400188004,-0.59471414586032
2,grid_subscription,REL00077,0.818818123976413,0.818818123976413,0.512209540335351
2,grid_subscription,REL00078,0.6310949070232003,0.6310949070232003,1.6482289450680645
2,grid_subscription,REL00080,0.7959967033209613,0.7959967033209613,0.65238043589253
2,grid_subscription,REL00083,0.626811309309122,0.626811309309122,1.6737105146862108
2,grid_subscription,REL00085,0.7838506883424524,0.7838506883424524,0.7267440065149122
2,grid_subscription,REL00086,0.9177614473557156,0.9177614473557156,-0.1023945999818698
2,grid_subscription,REL00087,0.8800556876181058,0.8800556876181058,0.1331573630715343
2,grid_subscription,REL00090,0.7871236006572832,0.7871236006572832,0.7067219267670399
2,grid_subscription,REL00091,0.6627964456437275,0.6627964456437275,1.459049683551794
2,grid_subscription,REL00092,0.9046558377444468,0.9046558377444468,-0.0203335759740186
2,grid_subscription,REL00093,0.9804029212425984,0.9804029212425984,-0.4974461205147107
2,grid_subscription,REL00098,0.643185259100015,0.643185259100015,1.576204311102947
2,grid_subscription,REL00100,0.8428137854477082,0.8428137854477082,0.364191075555853
2,grid_subscription,REL00103,0.8656889508854787,0.8656889508854787,0.2224721777386751
2,grid_subscription,REL00106,0.8293268271219175,0.8293268271219175,0.4474665730088034
2,grid_subscription,REL00111,1.1789509210782143,1.0,-0.6220077519901612
2,grid_subscription,REL00112,0.8123420834458235,0.8123420834458235,0.552045465032136
2,grid_subscription,REL00113,0.8250029118114264,0.8250029118114264,0.4741209075486807
2,grid_subscription,REL00118,1.0012594808203996,1.0,-0.6220077519901612
2,grid_subscription,REL00121,0.7969646998757695,0.7969646998757695,0.6464467899692572
2,grid_subscription,REL00123,0.712158310484569,0.712158310484569,1.1623585273292436
2,grid_subscription,REL00126,0.7539551468830739,0.7539551468830739,0.9090802348209248
2,grid_subscription,REL00127,0.7558246263630108,0.7558246263630108,0.8977070127077491
2,grid_subscription,REL00128,0.96942549871217,0.96942549871217,-0.4278760941911819
2,grid_subscription,REL00130,0.7581751302142389,0.7581751302142389,0.8834019836649887
2,grid_subscription,REL00133,0.7704354478575747,0.7704354478575747,0.8086874388067988
2,grid_subscription,REL00135,0.667874867880825,0.667874867880825,1.4286456303715944
2,grid_subscription,REL00137,0.7271663254427966,0.7271663254427966,1.0716327166596873
2,grid_subscription,REL00139,0.7290591861310297,0.7290591861310297,1.06017271893577
2,grid_subscription,REL00141,0.839428927862211,0.839428927862211,0.3851104446077391
2,grid_subscription,REL00143,0.866366631260229,0.866366631260229,0.2182645558876705
2,grid_subscription,REL00144,0.6355482615386085,0.6355482615386085,1.621717261411204
2,grid_subscription,REL00146,0.8198918405305761,0.8198918405305761,0.5056002103350776
2,grid_subscription,REL00147,1.0054993126538887,1.0,-0.6220077519901612
2,grid_subscription,REL00148,0.868601204376353,0.868601204376353,0.204386662145839
2,grid_subscription,REL00149,0.991029894411963,0.991029894411963,-0.564934446969545
2,grid_subscription,REL00152,0.7187065370207698,0.7187065370207698,1.1228034871538783
2,grid_subscription,REL00156,0.6999852471116111,0.6999852471116111,1.2357676860908828
2,grid_subscription,REL00157,0.9338428405872664,0.9338428405872664,-0.2033656481591372
2,grid_subscription,REL00158,0.873188231441164,0.873188231441164,0.1758806332344598
2,grid_subscription,REL00160,0.6612725090687582,0.6612725090687582,1.468168048477425
2,grid_subscription,REL00163,0.6738679549474659,0.6738679549474659,1.392730380577012
2,grid_subscription,REL00164,0.7701461598227819,0.7701461598227819,0.8104522902471212
2,grid_subscription,REL00167,0.7311743121074253,0.7311743121074253,1.047362472118074
2,grid_subscription,REL00168,0.9792280454758416,0.9792280454758416,-0.4899933395835054
