subset_mask,players,REId,super_eff,eff
0,(baseline),REL00332,0.6778175643294668,0.6778175643294668
0,(baseline),REL00364,0.8001653125386133,0.8001653125386133
0,(baseline),REL00570,1.0576301333887415,1.0
0,(baseline),REL00576,0.8137283649236595,0.8137283649236595
0,(baseline),REL00584,0.7418263978683788,0.7418263978683788
0,(baseline),REL00585,1.1347176818485196,1.0
0,(baseline),REL00590,0.6482641276369043,0.6482641276369043
0,(baseline),REL00594,0.8327795085101387,0.8327795085101387
0,(baseline),REL00824,1.0151001420842953,1.0
0,(baseline),REL00885,0.8945728710098068,0.8945728710098068
0,(baseline),REL00886,0.7825515332482292,0.7825515332482292
0,(baseline),REL00899,1.3533013608198023,1.0
0,(baseline),REL00904,0.840132599439024,0.840132599439024
0,(baseline),REL00936,0.8710024359647536,0.8710024359647536
0,(baseline),REL00937,0.7092461052199798,0.7092461052199798
0,(baseline),REL00938,0.6567391598935991,0.6567391598935991
0,(baseline),REL00944,1.0246398479735703,1.0
0,(baseline),REL00945,0.743128970801239,0.743128970801239
0,(baseline),REL00958,0.7873498462630318,0.7873498462630318
0,(baseline),REL00959,0.9412723425803884,0.9412723425803884
0,(baseline),REL01010,0.7825943997581706,0.7825943997581706
0,(baseline),REL01012,0.7350776072229872,0.7350776072229872
0,(baseline),REL03009,0.760225069606366,0.760225069606366
0,(baseline),REL03015,0.7306781068881125,0.7306781068881125
0,(baseline),REL03016,1.2787553288596887,1.0
0,(baseline),REL03019,0.702844211704918,0.702844211704918
0,(baseline),REL03028,0.9376616348394673,0.9376616348394673
0,(baseline),REL03030,0.8661055859363253,0.8661055859363253
0,(baseline),REL03035,0.918906389342808,0.918906389342808
0,(baseline),REL03038,0.9240391481338494,0.9240391481338494
0,(baseline),REL03041,0.8245656922991815,0.8245656922991815
0,(baseline),REL03042,1.0715773791061463,1.0
0,(baseline),REL03043,0.7785878206750979,0.7785878206750979
0,(baseline),REL03044,0.7776498766665475,0.7776498766665475
0,(baseline),REL03047,0.9600240348156687,0.9600240348156687
0,(baseline),REL03049,0.754420985456283,0.754420985456283
0,(baseline),REL03050,1.0991869512590033,1.0
1,losses,REL00001,0.6532707695535632,0.6532707695535632
1,losses,REL00003,1.2925857053163208,1.0
1,losses,REL00004,0.7214649960654249,0.7214649960654249
1,losses,REL00005,0.7511975146086204,0.7511975146086204
1,losses,REL00007,0.6997436491326021,0.6997436491326021
1,losses,REL00008,0.6471053506488338,0.6471053506488338
1,losses,REL00010,0.7471085367118284,0.7471085367118284
1,losses,REL00011,0.604570599610253,0.604570599610253
1,losses,REL00012,0.7371832163412259,0.7371832163412259
1,losses,REL00014,0.6899178543212771,0.6899178543212771
1,losses,REL00015,1.0143739017876552,1.0
1,losses,REL00016,1.0445682666013891,1.0
1,losses,REL00017,0.7483352265562582,0.7483352265562582
1,losses,REL00018,0.8106764674675289,0.8106764674675289
1,losses,REL00019,0.8260796762329463,0.8260796762329463
1,losses,REL00021,0.825952166443274,0.825952166443274
1,losses,REL00023,0.8937106024867442,0.8937106024867442
1,losses,REL00025,0.8641558408413239,0.8641558408413239
1,losses,REL00029,0.9073935513288985,0.9073935513288985
1,losses,REL00030,0.9890344745504634,0.9890344745504634
1,losses,REL00031,0.8255079807341869,0.8255079807341869
1,losses,REL00033,1.3069184721363991,1.0
1,losses,REL00035,0.9352846915889987,0.9352846915889987
1,losses,REL00037,0.6491781728277354,0.6491781728277354
1,losses,REL00038,0.9266528062350322,0.9266528062350322
1,losses,REL00040,0.6462721941006389,0.6462721941006389
1,losses,REL00043,0.9672893884531029,0.9672893884531029
1,losses,REL00049,0.7134722805616988,0.7134722805616988
1,losses,REL00062,1.0481230425477601,1.0
1,losses,REL00064,0.6929826329474171,0.6929826329474171
1,losses,REL00067,0.9886568012551178,0.9886568012551178
1,losses,REL00072,0.9275170449919263,0.9275170449919263
1,losses,REL00074,0.7590247666716936,0.7590247666716936
1,losses,REL00075,0.8874293396418967,0.8874293396418967
1,losses,REL00077,0.729108856192179,0.729108856192179
1,losses,REL00078,0.6021200165348367,0.6021200165348367
1,losses,REL00080,0.7896170694948021,0.7896170694948021
1,losses,REL00083,0.6264348031554375,0.6264348031554375
1,losses,REL00085,0.6509469358416072,0.6509469358416072
1,losses,REL00086,0.8172913793132758,0.8172913793132758
1,losses,REL00087,0.9655915736632328,0.9655915736632328
1,losses,REL00090,0.7700631108581161,0.7700631108581161
1,losses,REL00091,0.6716437783268118,0.6716437783268118
1,losses,REL00092,0.8535483862336216,0.8535483862336216
1,losses,REL00093,0.9541159735478771,0.9541159735478771
1,losses,REL00098,0.6662600685507892,0.6662600685507892
1,losses,REL00100,0.7742625759803005,0.7742625759803005
1,losses,REL00103,1.0015107896065327,1.0
1,losses,REL00106,0.7845737317217046,0.7845737317217046
1,losses,REL00111,1.017920551962141,1.0
1,losses,REL00112,1.0360773609107716,1.0
1,losses,REL00113,0.7399002738035633,0.7399002738035633
1,losses,REL00118,0.8530515100473265,0.8530515100473265
1,losses,REL00121,0.8411582998796485,0.8411582998796485
1,losses,REL00123,0.7598188449001888,0.7598188449001888
1,losses,REL00126,0.6294947369154671,0.6294947369154671
1,losses,REL00127,0.6598347923842615,0.6598347923842615
1,losses,REL00128,0.9649639256401641,0.9649639256401641
1,losses,REL00130,0.6963232593705049,0.6963232593705049
1,losses,REL00133,0.7929365095071584,0.7929365095071584
1,losses,REL00135,0.7976329474001158,0.7976329474001158
1,losses,REL00137,0.8104368095189236,0.8104368095189236
1,losses,REL00139,0.7951044804913905,0.7951044804913905
1,losses,REL00141,0.9765537581307109,0.9765537581307109
1,losses,REL00143,0.8927533302706991,0.8927533302706991
1,losses,REL00144,0.603989181782335,0.603989181782335
1,losses,REL00146,0.9913410840303774,0.9913410840303774
1,losses,REL00147,1.0439447783441254,1.0
1,losses,REL00148,0.803490691691543,0.803490691691543
1,losses,REL00149,1.025314792884444,1.0
1,losses,REL00152,0.7176300301104461,0.7176300301104461
1,losses,REL00156,0.6242811050434691,0.6242811050434691
1,losses,REL00157,0.884448051366274,0.884448051366274
1,losses,REL00158,1.043810925821583,1.0
1,losses,REL00160,0.6981431678483297,0.6981431678483297
1,losses,REL00163,0.7032093150383126,0.7032093150383126
1,losses,REL00164,0.7558817935577821,0.7558817935577821
1,losses,REL00167,0.9076662425361713,0.9076662425361713
1,losses,REL00168,0.8658812883714785,0.8658812883714785
1,losses,REL00169,0.8641846963807133,0.8641846963807133
1,losses,REL00170,0.9575816127215228,0.9575816127215228
1,losses,REL00171,0.8841140486652637,0.8841140486652637
1,losses,REL00173,0.970994759816632,0.970994759816632
1,losses,REL00175,0.7226604084486333,0.7226604084486333
1,losses,REL00177,0.9116044212286154,0.9116044212286154
1,losses,REL00178,0.7723176775085888,0.7723176775085888
1,losses,REL00182,0.9384381717677213,0.9384381717677213
1,losses,REL00183,0.7955180981647043,0.7955180981647043
1,losses,REL00184,0.6935107491149962,0.6935107491149962
1,losses,REL00185,0.7752630750206141,0.7752630750206141
1,losses,REL00186,1.0586943169093703,1.0
1,losses,REL00187,0.854220048803043,0.854220048803043
1,losses,REL00191,0.9729223654259064,0.9729223654259064
1,losses,REL00193,0.7385866278146249,0.7385866278146249
1,losses,REL00195,0.9039214126850815,0.9039214126850815
1,losses,REL00201,0.8498989453634731,0.8498989453634731
1,losses,REL00203,0.8175384752750837,0.8175384752750837
1,losses,REL00204,0.8410347320761128,0.8410347320761128
1,losses,REL00205,0.665083018919891,0.665083018919891
1,losses,REL00235,0.8716827149820728,0.8716827149820728
1,losses,REL00239,0.8868157944121213,0.8868157944121213
1,losses,REL00242,0.7064500174925106,0.7064500174925106
1,losses,REL00243,0.8240905350034207,0.8240905350034207
1,losses,REL00244,0.8182541164423082,0.8182541164423082
1,losses,REL00246,0.692726826648169,0.692726826648169
1,losses,REL00249,0.758874437441857,0.758874437441857
1,losses,REL00255,1.0679180391606156,1.0
1,losses,REL00267,0.8446447657347601,0.8446447657347601
1,losses,REL00332,0.6463163802819085,0.6463163802819085
1,losses,REL00364,0.7820633083014912,0.7820633083014912
1,losses,REL00570,1.0443623160355582,1.0
1,losses,REL00576,0.7644711004417302,0.7644711004417302
1,losses,REL00584,0.7334267887375334,0.7334267887375334
1,losses,REL00585,1.1486457819566505,1.0
1,losses,REL00590,0.660480033018637,0.660480033018637
1,losses,REL00594,0.8144410219003537,0.8144410219003537
1,losses,REL00824,0.9725183238643508,0.9725183238643508
1,losses,REL00885,0.9273962103590914,0.9273962103590914
1,losses,REL00886,0.752697411602101,0.752697411602101
1,losses,REL00899,1.2878572876715169,1.0
1,losses,REL00904,0.8331929211741534,0.8331929211741534
1,losses,REL00936,0.86500499036057,0.86500499036057
1,losses,REL00937,0.692089002801708,0.692089002801708
1,losses,REL00938,0.6421001531642503,0.6421001531642503
1,losses,REL00944,1.0086020287554458,1.0
1,losses,REL00945,0.7053526574077338,0.7053526574077338
1,losses,REL00958,0.8148369838726809,0.8148369838726809
1,losses,REL00959,0.8909415205411294,0.8909415205411294
1,losses,REL01010,0.7530278613094123,0.7530278613094123
1,losses,REL01012,0.7085823124548054,0.7085823124548054
1,losses,REL03009,0.7255808559291371,0.7255808559291371
1,losses,REL03015,0.6869797227474556,0.6869797227474556
1,losses,REL03016,1.2914736345973648,1.0
1,losses,REL03019,0.6892513238872394,0.6892513238872394
1,losses,REL03028,0.8993560896062229,0.8993560896062229
1,losses,REL03030,0.8166156052712932,0.8166156052712932
1,losses,REL03035,0.8724474144066982,0.8724474144066982
1,losses,REL03038,0.9073414810479999,0.9073414810479999
1,losses,REL03041,0.8148399085845581,0.8148399085845581
1,losses,REL03042,1.0438797424681066,1.0
1,losses,REL03043,0.7819387068715353,0.7819387068715353
1,losses,REL03044,0.7730379685673112,0.7730379685673112
1,losses,REL03047,0.9512373968227723,0.9512373968227723
1,losses,REL03049,0.7387525240343062,0.7387525240343062
1,losses,REL03050,1.1239869888113143,1.0
2,grid_subscription,REL00001,0.6905695499368777,0.6905695499368777
2,grid_subscription,REL00003,1.1391761579053727,1.0
2,grid_subscription,REL00004,0.6027981333824789,0.6027981333824789
2,grid_subscription,REL00005,0.7935724370214696,0.7935724370214696
2,grid_subscription,REL00007,0.6632921164150586,0.6632921164150586
2,grid_subscription,REL00008,0.6665614231531064,0.6665614231531064
2,grid_subscription,REL00010,0.7542733893943459,0.7542733893943459
2,grid_subscription,REL00011,0.6311378147140305,0.6311378147140305
2,grid_subscription,REL00012,0.7614025030115056,0.7614025030115056
2,grid_subscription,REL00014,0.8546576291580527,0.8546576291580527
2,grid_subscription,REL00015,1.183735923884731,1.0
2,grid_subscription,REL00016,1.0509902166605203,1.0
2,grid_subscription,REL00017,0.7201644829062211,0.7201644829062211
2,grid_subscription,REL00018,0.8329819039661189,0.8329819039661189
2,grid_subscription,REL00019,0.9024437362187747,0.9024437362187747
2,grid_subscription,REL00021,0.7629899583653653,0.7629899583653653
2,grid_subscription,REL00023,0.8018386480659785,0.8018386480659785
2,grid_subscription,REL00025,0.815196638492882,0.815196638492882
2,grid_subscription,REL00029,0.9115718467141902,0.9115718467141902
2,grid_subscription,REL00030,0.7727029273504811,0.7727029273504811
2,grid_subscription,REL00031,0.5788691858228249,0.5788691858228249
2,grid_subscription,REL00033,1.0611066810008432,1.0
2,grid_subscription,REL00035,0.879245722124355,0.879245722124355
2,grid_subscription,REL00037,0.7084156513379761,0.7084156513379761
2,grid_subscription,REL00038,0.860765329601147,0.860765329601147
2,grid_subscription,REL00040,0.6802497833732846,0.6802497833732846
2,grid_subscription,REL00043,0.9579100070086936,0.9579100070086936
2,grid_subscription,REL00049,0.9262922593330946,0.9262922593330946
2,grid_subscription,REL00062,0.992124317523097,0.992124317523097
2,grid_subscription,REL00064,0.6551309690502457,0.6551309690502457
2,grid_subscription,REL00067,0.7228443754907415,0.7228443754907415
2,grid_subscription,REL00072,0.8265579459861666,0.8265579459861666
2,grid_subscription,REL00074,0.972424043488741,0.972424043488741
2,grid_subscription,REL00075,0.9957122400188005,0.9957122400188005
2,grid_subscription,REL00077,0.818818123976413,0.818818123976413
2,grid_subscription,REL00078,0.6310949070232003,0.6310949070232003
2,grid_subscription,REL00080,0.7959967033209613,0.7959967033209613
2,grid_subscription,REL00083,0.626811309309122,0.626811309309122
2,grid_subscription,REL00085,0.7838506883424524,0.7838506883424524
2,grid_subscription,REL00086,0.9177614473557157,0.9177614473557157
2,grid_subscription,REL00087,0.8800556876181058,0.8800556876181058
2,grid_subscription,REL00090,0.7871236006572832,0.7871236006572832
2,grid_subscription,REL00091,0.6627964456437275,0.6627964456437275
2,grid_subscription,REL00092,0.9046558377444467,0.9046558377444467
2,grid_subscription,REL00093,0.9804029212425984,0.9804029212425984
2,grid_subscription,REL00098,0.643185259100015,0.643185259100015
2,grid_subscription,REL00100,0.8428137854477082,0.8428137854477082
2,grid_subscription,REL00103,0.8656889508854787,0.8656889508854787
2,grid_subscription,REL00106,0.8293268271219175,0.8293268271219175
2,grid_subscription,REL00111,1.1789509210782143,1.0
2,grid_subscription,REL00112,0.8123420834458235,0.8123420834458235
2,grid_subscription,REL00113,0.8250029118114264,0.8250029118114264
2,grid_subscription,REL00118,1.0012594808203996,1.0
2,grid_subscription,REL00121,0.7969646998757695,0.7969646998757695
2,grid_subscription,REL00123,0.712158310484569,0.712158310484569
2,grid_subscription,REL00126,0.7539551468830739,0.7539551468830739
2,grid_subscription,REL00127,0.7558246263630108,0.7558246263630108
2,grid_subscription,REL00128,0.9694254987121701,0.9694254987121701
2,grid_subscription,REL00130,0.7581751302142389,0.7581751302142389
2,grid_subscription,REL00133,0.7704354478575747,0.7704354478575747
2,grid_subscription,REL00135,0.667874867880825,0.667874867880825
2,grid_subscription,REL00137,0.7271663254427966,0.7271663254427966
2,grid_subscription,REL00139,0.7290591861310297,0.7290591861310297
2,grid_subscription,REL00141,0.839428927862211,0.839428927862211
2,grid_subscription,REL00143,0.866366631260229,0.866366631260229
2,grid_subscription,REL00144,0.6355482615386085,0.6355482615386085
2,grid_subscription,REL00146,0.8198918405305761,0.8198918405305761
2,grid_subscription,REL00147,1.0054993126538887,1.0
2,grid_subscription,REL00148,0.868601204376353,0.868601204376353
2,grid_subscription,REL00149,0.991029894411963,0.991029894411963
2,grid_subscription,REL00152,0.7187065370207698,0.7187065370207698
2,grid_subscription,REL00156,0.6999852471116111,0.6999852471116111
2,grid_subscription,REL00157,0.9338428405872665,0.9338428405872665
2,grid_subscription,REL00158,0.873188231441164,0.873188231441164
2,grid_subscription,REL00160,0.6612725090687582,0.6612725090687582
2,grid_subscription,REL00163,0.6738679549474659,0.6738679549474659
2,grid_subscription,REL00164,0.7701461598227819,0.7701461598227819
2,grid_subscription,REL00167,0.7311743121074253,0.7311743121074253
2,grid_subscription,REL00168,0.9792280454758415,0.9792280454758415
2,grid_subscription,REL00169,0.8368227437243214,0.8368227437243214
2,grid_subscription,REL00170,0.907781295304012,0.907781295304012
2,grid_subscription,REL00171,0.8889015149339535,0.8889015149339535
2,grid_subscription,REL00173,0.9580140508414394,0.9580140508414394
2,grid_subscription,REL00175,0.6156356760138733,0.6156356760138733
2,grid_subscription,REL00177,0.765055097627584,0.765055097627584
2,grid_subscription,REL00178,0.895149204832572,0.895149204832572
2,grid_subscription,REL00182,0.6883255102966507,0.6883255102966507
2,grid_subscription,REL00183,0.86539672799297,0.86539672799297
2,grid_subscription,REL00184,0.7082118684802982,0.7082118684802982
2,grid_subscription,REL00185,0.662493223286777,0.662493223286777
2,grid_subscription,REL00186,0.9671617871286713,0.9671617871286713
2,grid_subscription,REL00187,0.7882941203599627,0.7882941203599627
2,grid_subscription,REL00191,0.9377625332051143,0.9377625332051143
2,grid_subscription,REL00193,0.6792168815388806,0.6792168815388806
2,grid_subscription,REL00195,0.8975380027831209,0.8975380027831209
2,grid_subscription,REL00201,0.8558338937644218,0.8558338937644218
2,grid_subscription,REL00203,0.7604471887068864,0.7604471887068864
2,grid_subscription,REL00204,0.8520170995559486,0.8520170995559486
2,grid_subscription,REL00205,0.6894892213888703,0.6894892213888703
2,grid_subscription,REL00235,0.8194443214562219,0.8194443214562219
2,grid_subscription,REL00239,0.9337660524669886,0.9337660524669886
2,grid_subscription,REL00242,0.6916325742291783,0.6916325742291783
2,grid_subscription,REL00243,0.8278149450369284,0.8278149450369284
2,grid_subscription,REL00244,0.6925323948888987,0.6925323948888987
2,grid_subscription,REL00246,0.682377315744793,0.682377315744793
2,grid_subscription,REL00249,0.728931246352469,0.728931246352469
2,grid_subscription,REL00255,0.9393700341904047,0.9393700341904047
2,grid_subscription,REL00267,0.853253952897762,0.853253952897762
2,grid_subscription,REL00332,0.750030938840512,0.750030938840512
2,grid_subscription,REL00364,0.6862544202962013,0.6862544202962013
2,grid_subscription,REL00570,1.3019741124270443,1.0
2,grid_subscription,REL00576,0.8630694749755329,0.8630694749755329
2,grid_subscription,REL00584,1.0048656472959554,1.0
2,grid_subscription,REL00585,1.0170727743329173,1.0
2,grid_subscription,REL00590,0.722341022001287,0.722341022001287
2,grid_subscription,REL00594,0.7834504598093138,0.7834504598093138
2,grid_subscription,REL00824,1.06759022434807,1.0
2,grid_subscription,REL00885,0.9200004455396787,0.9200004455396787
2,grid_subscription,REL00886,0.7275932770466306,0.7275932770466306
2,grid_subscription,REL00899,1.6201196454552165,1.0
2,grid_subscription,REL00904,0.784861481228894,0.784861481228894
2,grid_subscription,REL00936,0.8220752229148608,0.8220752229148608
2,grid_subscription,REL00937,0.7264827041136271,0.7264827041136271
2,grid_subscription,REL00938,0.6401788839614839,0.6401788839614839
2,grid_subscription,REL00944,1.0076411755554129,1.0
2,grid_subscription,REL00945,0.8688103893396971,0.8688103893396971
2,grid_subscription,REL00958,0.7215564539597477,0.7215564539597477
2,grid_subscription,REL00959,0.8512085766217006,0.8512085766217006
2,grid_subscription,REL01010,0.7918844019186971,0.7918844019186971
2,grid_subscription,REL01012,0.65479768978245,0.65479768978245
2,grid_subscription,REL03009,0.7372577575658691,0.7372577575658691
2,grid_subscription,REL03015,0.7701396107922226,0.7701396107922226
2,grid_subscription,REL03016,1.2965529919945995,1.0
2,grid_subscription,REL03019,0.6876556499858305,0.6876556499858305
2,grid_subscription,REL03028,0.8423669494941377,0.8423669494941377
2,grid_subscription,REL03030,0.8306213325325094,0.8306213325325094
2,grid_subscription,REL03035,0.8766163054730397,0.8766163054730397
2,grid_subscription,REL03038,0.9868005352749456,0.9868005352749456
2,grid_subscription,REL03041,0.70193819117176,0.70193819117176
2,grid_subscription,REL03042,0.9010567001518833,0.9010567001518833
2,grid_subscription,REL03043,0.6650785318074539,0.6650785318074539
2,grid_subscription,REL03044,0.745945798934821,0.745945798934821
2,grid_subscription,REL03047,0.7722690417600724,0.7722690417600724
2,grid_subscription,REL03049,0.7500144758503912,0.7500144758503912
2,grid_subscription,REL03050,0.9399340617363796,0.9399340617363796
4,grid_connection,REL00001,0.6738738995365195,0.6738738995365195
4,grid_connection,REL00003,1.2870359821074675,1.0
4,grid_connection,REL00004,0.7180385206799577,0.7180385206799577
4,grid_connection,REL00005,0.7756607655775252,0.7756607655775252
4,grid_connection,REL00007,0.7174248621011252,0.7174248621011252
4,grid_connection,REL00008,0.6433972051355016,0.6433972051355016
4,grid_connection,REL00010,0.7019653955281664,0.7019653955281664
4,grid_connection,REL00011,0.6201382237828861,0.6201382237828861
4,grid_connection,REL00012,0.756511946716044,0.756511946716044
4,grid_connection,REL00014,0.7002529654587394,0.7002529654587394
4,grid_connection,REL00015,1.0841053198122264,1.0
4,grid_connection,REL00016,1.0810234001851435,1.0
4,grid_connection,REL00017,0.7839265711711686,0.7839265711711686
4,grid_connection,REL00018,0.8007603570799458,0.8007603570799458
4,grid_connection,REL00019,0.8313402425203474,0.8313402425203474
4,grid_connection,REL00021,0.8433578980521265,0.8433578980521265
4,grid_connection,REL00023,0.9111874848728353,0.9111874848728353
4,grid_connection,REL00025,0.8524709175484649,0.8524709175484649
4,grid_connection,REL00029,0.979451691165512,0.979451691165512
4,grid_connection,REL00030,0.9859385364996696,0.9859385364996696
4,grid_connection,REL00031,0.7572487672871094,0.7572487672871094
4,grid_connection,REL00033,1.3029858774237237,1.0
4,grid_connection,REL00035,0.9299271185030034,0.9299271185030034
4,grid_connection,REL00037,0.6683231722534061,0.6683231722534061
4,grid_connection,REL00038,0.8940482108569714,0.8940482108569714
4,grid_connection,REL00040,0.6400657288792287,0.6400657288792287
4,grid_connection,REL00043,0.9957669498096011,0.9957669498096011
4,grid_connection,REL00049,0.7488380871536674,0.7488380871536674
4,grid_connection,REL00062,1.0419057003848566,1.0
4,grid_connection,REL00064,0.7059783977450554,0.7059783977450554
4,grid_connection,REL00067,1.0189488594906484,1.0
4,grid_connection,REL00072,0.9638684547774647,0.9638684547774647
4,grid_connection,REL00074,0.8245747377883921,0.8245747377883921
4,grid_connection,REL00075,0.9227888358792452,0.9227888358792452
4,grid_connection,REL00077,0.7539162226846028,0.7539162226846028
4,grid_connection,REL00078,0.6032006416278858,0.6032006416278858
4,grid_connection,REL00080,0.8330046360561407,0.8330046360561407
4,grid_connection,REL00083,0.6292370162862044,0.6292370162862044
4,grid_connection,REL00085,0.6767760188357534,0.6767760188357534
4,grid_connection,REL00086,0.8376508464134597,0.8376508464134597
4,grid_connection,REL00087,0.9790336922912232,0.9790336922912232
4,grid_connection,REL00090,0.7746846253943177,0.7746846253943177
4,grid_connection,REL00091,0.6806382104145401,0.6806382104145401
